family	replicate	protein_locality	chemical_locality
TetR	143	0.0016293720426859	0.0886795131933603
Fur	144	0.0	0.0483604079170915
IclR	144	0.0646048109965635	0.0745481952191326
LacI/GalR	144	0.2011799410029498	0.0550701183758347
LysR	144	0.1215799910267996	0.1183836077449847
NtrC/XylR	144	0.588631380849228	0.102960987483754
TetR	144	0.0199608501825654	0.0971021015092933
AraC/XylS	145	0.0	0.0991934682935921
Fur	145	0.0729957199184143	0.1547294810452705
GntR	145	0.0	0.1358047362298173
IclR	145	0.2279494584837545	0.202943377164566
LacI/GalR	145	0.0	0.1000752268418209
LysR	145	0.0598181426471902	0.1188829760255135
MarR	145	0.0	0.0775997580342458
NtrC/XylR	145	0.3862807017543859	0.1271110821147309
TetR	145	0.030476383451847	0.0799387444226091
AraC/XylS	146	0.1061604361370716	0.0750546337124377
Fur	146	0.3648996443131874	0.0761511319109358
GntR	146	0.0	0.0865918275246044
LysR	146	0.163241093729987	0.1152066317514144
MarR	146	0.0786666666666666	0.0813585158262734
NtrC/XylR	146	0.3657001740414535	0.1241652668959776
TetR	146	0.017640102485274	0.0817275195181923
AraC/XylS	147	0.0	0.1156954965819538
Fur	147	0.060215984405458	0.0848879495437466
GntR	147	0.1371984435797665	0.0974252559037143
LacI/GalR	147	0.0	0.0838543901627661
LysR	147	0.2057339175196784	0.1170859310216309
MarR	147	0.0	0.0836066819521735
NtrC/XylR	147	0.2834641643849508	0.09816702027252
TetR	147	0.0189421380183576	0.099645626958916
AraC/XylS	148	0.0	0.1615399253312749
Fur	148	0.4838651351351352	0.0609232420826623
GntR	148	0.0	0.1846816212464128
IclR	148	0.105784299359239	0.1068281310050177
LacI/GalR	148	0.0	0.1016789253532279
LysR	148	0.2083237011381192	0.0924883385109039
MarR	148	0.1645	0.0872985059324442
NtrC/XylR	148	0.661713780918728	0.1287667926401475
TetR	148	0.0237373777954239	0.0948614981403742
AraC/XylS	149	0.442	0.1005922041670146
Fur	149	0.3765699442898163	0.0782095261564408
GntR	149	0.0786029657949506	0.1737578230179128
IclR	149	0.1346529209621993	0.1729967288185308
LacI/GalR	149	0.02345	0.0588789310032792
LysR	149	0.0597549678064235	0.1163273739801757
MarR	149	0.393230303030303	0.0653833943421004
NtrC/XylR	149	0.3598725851729193	0.0906634516776455
TetR	149	0.0156510759334504	0.1048243633971358
AraC/XylS	150	0.0998601398601398	0.0992504201904018
Fur	150	0.3524785183354706	0.0821556579621095
GntR	150	0.0	0.1209731381249601
IclR	150	0.0	0.0683865287071393
LacI/GalR	150	0.0	0.0576232363656735
LysR	150	0.1119933585668422	0.1157147965945568
MarR	150	0.0	0.1114619211479964
NtrC/XylR	150	0.0	0.0929390058412179
TetR	150	0.0305479353257567	0.113706348631892
AraC/XylS	151	0.4935	0.0627776022491942
Fur	151	0.2215342843581468	0.0693758911480917
GntR	151	0.0	0.1142078331880963
LacI/GalR	151	0.1646666666666666	0.075073825536727
LysR	151	0.0498254948637114	0.1082920307332478
MarR	151	0.0	0.0869533788135667
NtrC/XylR	151	0.6706024734982333	0.1241092190591593
TetR	151	0.0099679738410519	0.0849647258324772
AraC/XylS	152	0.0916822429906542	0.0823079858240034
Fur	152	0.3965161290322581	0.1601094441517979
LacI/GalR	152	0.0	0.084566034651847
LysR	152	0.1339938621486881	0.0889544120969687
MarR	152	0.0987	0.086761543358642
TetR	152	0.0114530981684938	0.0890994798172842
AraC/XylS	153	0.0	0.1440535506953878
Fur	153	0.2049798528329654	0.2046092143150966
LysR	153	0.3977163275653245	0.0865529842667279
MarR	153	0.0	0.0850196912818182
NtrC/XylR	153	0.4500821076173431	0.0930761617386853
TetR	153	0.0113510673284052	0.0829315935623811
AraC/XylS	154	0.987	0.0992287885922376
LacI/GalR	154	0.1082678396871945	0.1096832605522422
LysR	154	0.0652202220409835	0.1025141764495351
NtrC/XylR	154	0.6641801961914543	0.1140572609304759
TetR	154	0.0126898140457733	0.0949090483697129
AraC/XylS	155	0.0	0.0770576543892743
Fur	155	0.3002777777777778	0.1190604436297912
GntR	155	0.1076183395291202	0.13291529013529
IclR	155	0.0	0.1217440803870727
LacI/GalR	155	0.2030838323353293	0.1622046484718498
LysR	155	0.1728198200562639	0.0921485160013299
MarR	155	0.0	0.0891516723281966
NtrC/XylR	155	0.1814011976047904	0.1157086986209394
TetR	155	0.0272110236769173	0.1067295166209012
AraC/XylS	156	0.0	0.1411956492694564
Fur	156	0.330494947741417	0.1178463855421686
GntR	156	0.1867901234567901	0.1402525544084504
LacI/GalR	156	0.2933724340175953	0.0985235466981389
LysR	156	0.1198254903270331	0.0748685641586078
MarR	156	0.0	0.1444908020616948
NtrC/XylR	156	0.857474245115453	0.0943450030103537
TetR	156	0.0119699991742382	0.0819338326458525
AraC/XylS	157	0.0	0.0842305492346119
Fur	157	0.3116804307498506	0.0762035274284935
GntR	157	0.2253903345724907	0.0796353839190805
LacI/GalR	157	0.1008194444444444	0.0761583340949475
LysR	157	0.0574782591655377	0.0837020120664488
MarR	157	0.0	0.1057122522866199
NtrC/XylR	157	0.7440076079750727	0.1376835339809853
TetR	157	0.0394905258632005	0.1022480539695839
AraC/XylS	158	0.2085	0.1048523614395973
Fur	158	0.377144429812121	0.1168732609148834
LacI/GalR	158	0.0	0.1393443954888447
LysR	158	0.1049236444812918	0.0745154653748088
MarR	158	0.0	0.1314360303132804
NtrC/XylR	158	0.6158504906427729	0.1158794970752582
TetR	158	0.0226015291717978	0.0873528019725236
AraC/XylS	159	0.4404423676012461	0.1322387354494544
Fur	159	0.3077006076477421	0.0634656084656084
IclR	159	0.0	0.0854931845923983
LacI/GalR	159	0.0	0.127619966941086
LysR	159	0.0273831305814306	0.1054614262032286
MarR	159	0.1170620822890559	0.0558410298904385
NtrC/XylR	159	0.4961884748698286	0.0747679885346528
TetR	159	0.0158709983840992	0.0987221825141828
AraC/XylS	160	0.0995147058823529	0.1196327727339739
Fur	160	0.1320967741935484	0.0413391053391053
GntR	160	0.0	0.090474194810454
IclR	160	0.2760820895522388	0.0730059645101772
LacI/GalR	160	0.0	0.0627760861241015
LysR	160	0.0925514283834004	0.1167723351598766
MarR	160	0.0	0.0999029048586961
NtrC/XylR	160	0.4258253074010369	0.0794732423696695
TetR	160	0.0271693908408969	0.0928004879634689
AraC/XylS	161	0.0	0.1316580612295607
Fur	161	0.2915512303348124	0.074811617921374
GntR	161	0.2746796536796537	0.0715372398624777
IclR	161	0.0	0.0926477844106845
LacI/GalR	161	0.0	0.0537027735206799
LysR	161	0.0839527329856049	0.0959477345634643
MarR	161	0.0	0.0995791363385081
NtrC/XylR	161	0.6872742894048824	0.1082520374169134
TetR	161	0.0294151099991182	0.1210134981425222
AraC/XylS	162	0.0	0.0880745326037782
Fur	162	0.1960122699386503	0.1374276864902968
GntR	162	0.0	0.0910525767519978
LacI/GalR	162	0.2586959064327485	0.0699294324573757
LysR	162	0.1984016476735388	0.0933361921601437
MarR	162	0.0	0.1158649134499096
NtrC/XylR	162	0.7603906534684785	0.1719669998146707
TetR	162	0.0118432861298061	0.0904055506976629
AraC/XylS	163	0.0	0.109445628226313
Fur	163	0.3112552535725381	0.0511867741792759
GntR	163	0.0	0.097917495665797
IclR	163	0.0596005089058524	0.0574146948178836
LysR	163	0.1512690814348447	0.1195085697482785
MarR	163	0.0	0.1055662427982314
NtrC/XylR	163	0.6862883491588367	0.0848874207412011
TetR	163	0.0402195742908053	0.10192122052889
Fur	164	0.3542280281606109	0.0975556070580975
GntR	164	0.0	0.1345616075737295
LacI/GalR	164	0.494	0.1065524253248367
LysR	164	0.0235659390605047	0.1148070066029821
MarR	164	0.0	0.0902415397332691
NtrC/XylR	164	0.7841685812571992	0.0917245625698626
TetR	164	0.006471864331078	0.0910240431960551
AraC/XylS	165	0.4246417445482865	0.1676313787524703
Fur	165	0.3985910020449898	0.0957430867083675
LacI/GalR	165	0.1114788628782983	0.0897685601961777
LysR	165	0.1238542384071476	0.0972942508806373
NtrC/XylR	165	0.5384332178618473	0.1189876614848793
TetR	165	0.0126537150585196	0.0848932313421176
AraC/XylS	166	0.0	0.0964621243169621
GntR	166	0.0	0.0689847562916204
IclR	166	0.0	0.0799823009782623
LacI/GalR	166	0.2302553089014405	0.1420321785409564
LysR	166	0.0362907602750429	0.1209033901785031
NtrC/XylR	166	0.4620159943938561	0.1200785927880429
TetR	166	0.0152644105515767	0.0850154235533645
Fur	167	0.3858926174496644	0.1415362773846301
GntR	167	0.0	0.0950334819232378
IclR	167	0.2189484536082474	0.0804821096877892
LacI/GalR	167	0.0	0.093306102154435
LysR	167	0.1713256651966763	0.1009586451108752
MarR	167	0.0	0.0806062164230294
NtrC/XylR	167	0.4951357361228785	0.0764062342157361
TetR	167	0.022068473284154	0.081926892830891
AraC/XylS	168	0.1887871235721703	0.0675288277804956
Fur	168	0.2777742120048742	0.0772922253856844
GntR	168	0.0	0.0897796110229705
IclR	168	0.0	0.0801817646167811
LacI/GalR	168	0.0	0.0980792584021388
LysR	168	0.0780620192265164	0.1102382608754853
MarR	168	0.0356736111111111	0.1119864540440705
NtrC/XylR	168	0.3384545729332212	0.1153899092088383
TetR	168	0.019261702862573	0.121185636105862
AraC/XylS	169	0.2123208722741432	0.0947346346356656
Fur	169	0.2446910586531842	0.0819373801611919
GntR	169	0.0	0.1107079264717931
LacI/GalR	169	0.0	0.0822493507883744
LysR	169	0.0675027075848653	0.1575395311067557
MarR	169	0.0	0.0755406405937922
NtrC/XylR	169	0.3657001740414535	0.1002348373354054
TetR	169	0.019812889412903	0.0942931243848471
AraC/XylS	170	0.4246417445482865	0.1487725620331179
Fur	170	0.3114440747777147	0.0512089516211498
GntR	170	0.0	0.0905781530701542
LacI/GalR	170	0.2232787878787878	0.1198400641165746
LysR	170	0.2133381261195999	0.089774374055733
MarR	170	0.0	0.0852223675886176
NtrC/XylR	170	0.7851545215032449	0.1202770353233904
TetR	170	0.009681943007512	0.0944235903686507
AraC/XylS	171	0.0	0.0864024155019402
Fur	171	0.2086505076006644	0.062388090478772
GntR	171	0.0922857142857142	0.0924672593231004
IclR	171	0.0741516245487364	0.0928319320290901
LacI/GalR	171	0.0	0.0799450329179954
LysR	171	0.1436524422741866	0.0874800495827797
MarR	171	0.0	0.0917918217791509
NtrC/XylR	171	0.4208279866411425	0.1638477317794996
TetR	171	0.0183001953440255	0.076435625735637
Fur	172	0.5114326710816777	0.0960869658952679
IclR	172	0.0	0.0770709054458941
LacI/GalR	172	0.230134110787172	0.1128694895333303
LysR	172	0.1341396415158797	0.0796293416614482
NtrC/XylR	172	0.5999924497248992	0.1189491843027001
TetR	172	0.0111264303797238	0.0963455145481517
AraC/XylS	173	0.220221183800623	0.1460222018784968
Fur	173	0.2142309843844236	0.0422620371873168
GntR	173	0.0	0.122849862319932
IclR	173	0.0	0.1161422411791647
LacI/GalR	173	0.1244691176470588	0.0656047884569137
LysR	173	0.1086442994092577	0.1136772751182645
MarR	173	0.0	0.099010453899759
NtrC/XylR	173	0.7013854264441192	0.1128421326667551
TetR	173	0.0069696447277842	0.0929511232071065
AraC/XylS	174	0.1468141225337487	0.1013303655948945
Fur	174	0.233194054054054	0.1269827770610373
GntR	174	0.0	0.0976859191848672
IclR	174	0.0	0.087498950402161
LacI/GalR	174	0.1244691176470588	0.0823984461081926
LysR	174	0.1206596122818935	0.1391234985918727
MarR	174	0.1704139285714285	0.0885019390118735
NtrC/XylR	174	0.5495577498227114	0.1107995761780793
TetR	174	0.0162355821850037	0.0867498525728656
AraC/XylS	175	0.278	0.1112956259716638
Fur	175	0.261045045045045	0.0654433373315229
GntR	175	0.0248301341850341	0.070292791324662
LacI/GalR	175	0.2489382352941176	0.0691479304108277
LysR	175	0.20585603845623	0.0562709715103438
MarR	175	0.0251354166666666	0.0994572345220215
NtrC/XylR	175	0.3409804369945721	0.1171542003684492
TetR	175	0.0109021241006704	0.087323598688924
AraC/XylS	176	0.0	0.148790792104601
Fur	176	0.240373457165775	0.0972580892265044
GntR	176	0.0	0.0781361800998523
LacI/GalR	176	0.119480825958702	0.1057809307841532
LysR	176	0.1516074900667538	0.1152651481163828
MarR	176	0.0	0.0838931812364298
NtrC/XylR	176	0.5658958521694079	0.1389627275821894
TetR	176	0.0346219085135809	0.0817475283211171
AraC/XylS	177	0.0	0.1180985138787207
Fur	177	0.4197568796097957	0.1466099051243979
IclR	177	0.0	0.0958936048241807
LysR	177	0.2500999766278247	0.0981962046082147
MarR	177	0.0	0.0933830728900031
NtrC/XylR	177	0.4054324604512344	0.1345368862134982
TetR	177	0.0197049370451578	0.0761421261451487
Fur	178	0.2240093235456457	0.0873715737150335
GntR	178	0.0	0.1589358907791028
IclR	178	0.1501618705035971	0.0769590312982802
LacI/GalR	178	0.2217264957264957	0.0741286158269629
LysR	178	0.1687735167293104	0.120234275796645
MarR	178	0.0	0.092522802807038
NtrC/XylR	178	0.6812847100175747	0.0830411918262498
TetR	178	0.0158436749641743	0.0895269442531655
AraC/XylS	179	0.0	0.1361960811448205
Fur	179	0.2460022355222327	0.1232015232765605
GntR	179	0.109422480620155	0.1377836319162598
IclR	179	0.0	0.3409114339569117
LysR	179	0.0655464055304121	0.0861333853273701
MarR	179	0.0	0.0675498721338013
NtrC/XylR	179	0.4549108690910224	0.0852237272024952
TetR	179	0.0105241215690702	0.0858490772885774
AraC/XylS	180	0.220221183800623	0.103438802798842
Fur	180	0.2354793796767905	0.0855130988109952
GntR	180	0.2361882352941176	0.1445369215625753
IclR	180	0.1094742268041237	0.1332748704055867
LacI/GalR	180	0.0	0.0625495036098468
LysR	180	0.0928347366483947	0.1008054496970213
NtrC/XylR	180	0.7159955061147137	0.0975067720946268
TetR	180	0.0136874400908863	0.0849494374609838
AraC/XylS	181	0.056	0.0820992244075137
Fur	181	0.3133224276908488	0.0713717799830878
GntR	181	0.1485622489959839	0.0862802143930085
IclR	181	0.3003237410071942	0.0641478465472081
LysR	181	0.1495068571626965	0.1369435693905469
MarR	181	0.0	0.0890846618108573
NtrC/XylR	181	0.3198074483319012	0.1093696006153512
TetR	181	0.0151503426027494	0.0851194858691995
AraC/XylS	182	0.0	0.0855727915472614
Fur	182	0.2602887687687688	0.0906344118844118
IclR	182	0.0	0.1595144545530185
LacI/GalR	182	0.096655589123867	0.114028196222803
LysR	182	0.2284217343152591	0.1015629693566504
MarR	182	0.0	0.1176233623577988
NtrC/XylR	182	0.7851545215032449	0.0818152824272473
TetR	182	0.0102651570825674	0.0933416459734167
AraC/XylS	183	0.329	0.1455789957142221
Fur	183	0.2510967741935484	0.0909178352345551
GntR	183	0.0	0.0904071809988239
LacI/GalR	183	0.0	0.097629878193913
LysR	183	0.0432279172458151	0.0893701864498832
MarR	183	0.0	0.097142034732386
NtrC/XylR	183	0.451943005848072	0.1050489357362923
TetR	183	0.0235195374960108	0.1020162101969946
AraC/XylS	184	0.2123208722741432	0.1356349654273588
Fur	184	0.2195253427759707	0.0506734234046701
LacI/GalR	184	0.0	0.0771523386863854
LysR	184	0.0706521346211895	0.096197199490089
MarR	184	0.0	0.0962761164918515
NtrC/XylR	184	0.3774087719298245	0.0820883303060045
TetR	184	0.0117197040253786	0.0930340910942796
AraC/XylS	185	0.0	0.0846334151611961
Fur	185	0.3658216710258646	0.0821428586433379
LacI/GalR	185	0.076975845410628	0.0662588221274673
LysR	185	0.1064318077084206	0.0947053596492172
MarR	185	0.0239954285714285	0.0762840755764003
NtrC/XylR	185	0.4331116480185831	0.1068322523267361
TetR	185	0.0293763129068245	0.0844146330142234
AraC/XylS	186	0.4935	0.1414376736337741
Fur	186	0.2041568387742581	0.0311212362975303
GntR	186	0.0635163934426229	0.1031478666742996
LacI/GalR	186	0.0	0.0803637818142661
LysR	186	0.1788955180432424	0.1256475989750402
MarR	186	0.0	0.0587587918267686
NtrC/XylR	186	0.661713780918728	0.0796231876404073
TetR	186	0.0167104017115618	0.103754762043814
AraC/XylS	187	0.1492720588235294	0.093783588650134
Fur	187	0.2681705822240467	0.0682203756271067
GntR	187	0.1271721311475409	0.0794874412418948
LacI/GalR	187	0.0	0.1168784222693707
LysR	187	0.0387035770267134	0.1239866195682609
MarR	187	0.0	0.0817294748276219
NtrC/XylR	187	0.7851545215032449	0.1023163517439538
TetR	187	0.0232919642896355	0.0778735595429536
AraC/XylS	188	0.0	0.1642432749564286
Fur	188	0.3296188021567789	0.073732848512723
GntR	188	0.0775662650602409	0.0797829947696205
LacI/GalR	188	0.1429306358381503	0.1037922130399215
LysR	188	0.0234722133715146	0.0988228591439726
MarR	188	0.0	0.0923819859808813
NtrC/XylR	188	0.1721085861419718	0.1449146747126856
TetR	188	0.0355182411963269	0.111169721109245
AraC/XylS	189	0.0	0.0855238532986558
Fur	189	0.4337213984782946	0.0675485761169544
GntR	189	0.0	0.0818241792017811
IclR	189	0.1076746849942726	0.1100319033662501
LacI/GalR	189	0.1933111782477341	0.0798069148643745
LysR	189	0.0466397298367841	0.1090891113661442
MarR	189	0.0	0.0822967763869544
NtrC/XylR	189	0.5035454060191529	0.1611603228999637
TetR	189	0.0112153614627028	0.0892179569751683
AraC/XylS	190	0.0	0.0760277760986798
Fur	190	0.2614630872483221	0.0940894346863192
GntR	190	0.1097142857142857	0.0693034816621337
LysR	190	0.1957071827002804	0.0884377193538239
MarR	190	0.0274964675658317	0.0822759072857378
NtrC/XylR	190	0.2610622701964492	0.1049773934753612
TetR	190	0.039963608955265	0.0932233832263553
AraC/XylS	191	0.0	0.1897674790358547
Fur	191	0.2908982562078685	0.1026646100453099
GntR	191	0.0152943632567849	0.1267364392355907
IclR	191	0.2504393442622951	0.0894935495684258
LacI/GalR	191	0.1264868035190615	0.0890786043785095
LysR	191	0.1987830012815509	0.0879986484387018
MarR	191	0.0944	0.0938091637621346
NtrC/XylR	191	0.3776754385964912	0.0773714710949588
TetR	191	0.0394786035268454	0.0968443567436314
AraC/XylS	192	0.0611214953271028	0.1102915612683965
Fur	192	0.0827158836689038	0.0744894337051622
GntR	192	0.0346171003717472	0.1095134792345708
LacI/GalR	192	0.0	0.2104913173891762
LysR	192	0.2084239118871123	0.1371171514340568
MarR	192	0.0	0.1013837497671433
NtrC/XylR	192	0.4702738918569014	0.0946792630626231
TetR	192	0.0117959081023292	0.1179306088591502
Fur	193	0.3405759459459459	0.109131629993212
GntR	193	0.0495207496653279	0.071167272075342
IclR	193	0.0	0.0772617826080072
LacI/GalR	193	0.1243032069970845	0.113683684125657
LysR	193	0.1119639420432857	0.1108522187231159
MarR	193	0.059	0.116782742879662
NtrC/XylR	193	0.6862883491588367	0.1314999524946255
TetR	193	0.0154459975076223	0.1020176812487093
AraC/XylS	194	0.0	0.0912513257479747
Fur	194	0.1676129032258064	0.0881451718618481
GntR	194	0.093395061728395	0.1438455698302643
IclR	194	0.1240421455938697	0.1352452837537557
LacI/GalR	194	0.0	0.0942542539303236
LysR	194	0.1723318166579417	0.1322791148884491
MarR	194	0.0	0.0921291469845579
NtrC/XylR	194	0.6951371654029034	0.1229417853075582
TetR	194	0.0055340488968395	0.1143955260039229
AraC/XylS	195	0.0	0.0492850241922292
Fur	195	0.3051843853154855	0.0957508648776386
IclR	195	0.0	0.087372136065335
LacI/GalR	195	0.1577725947521866	0.0867820010998014
LysR	195	0.2577605940166868	0.096790247875422
MarR	195	0.0456535947712418	0.0790323610908304
NtrC/XylR	195	0.6162647038243232	0.1207820228005864
TetR	195	0.0201385504192551	0.0990271567776494
AraC/XylS	196	0.831	0.1504324108593721
Fur	196	0.3429230116959065	0.1236121162750395
LacI/GalR	196	0.2282724637681159	0.0544574925269071
LysR	196	0.1709991882700395	0.1161048206780259
MarR	196	0.0	0.0758215489458071
NtrC/XylR	196	0.3553315607160053	0.190217651252788
TetR	196	0.0134515150708464	0.0908810979656351
AraC/XylS	197	0.101939899061633	0.1007345538506853
Fur	197	0.1978457174638487	0.0473322552705292
GntR	197	0.1052156133828996	0.127508671926861
LacI/GalR	197	0.0540830924855491	0.0940939519983554
LysR	197	0.1258032184323455	0.160937105963085
NtrC/XylR	197	0.6322878215435574	0.1334278332445009
TetR	197	0.0245504700309441	0.0925779519416916
AraC/XylS	198	0.417	0.0826372381488552
Fur	198	0.3194164133731552	0.0709345560717512
GntR	198	0.0	0.0811201203317064
IclR	198	0.0	0.1501539389679463
LacI/GalR	198	0.1157732723577235	0.0944529054986183
LysR	198	0.1023764444386576	0.142727820117335
MarR	198	0.0	0.1090628219570187
NtrC/XylR	198	0.2830293360647127	0.1083966453062455
TetR	198	0.0177658284444425	0.0856072038509427
AraC/XylS	199	0.0	0.0879087911544904
Fur	199	0.2486951564140828	0.0741762094649521
GntR	199	0.0	0.0878330742859015
IclR	199	0.0	0.1128830310337749
LysR	199	0.1228075286572814	0.0863118081724955
MarR	199	0.0786666666666666	0.099405759849692
NtrC/XylR	199	0.656891865901267	0.1112723136049459
TetR	199	0.0791752322725639	0.1098455447891741
AraC/XylS	200	0.0	0.083435941430585
Fur	200	0.5936248769574943	0.2050375578309177
GntR	200	0.0	0.0933322150345702
IclR	200	0.0	0.0990432732673887
LysR	200	0.0810949241444804	0.1043692971805445
MarR	200	0.0	0.123315203936464
NtrC/XylR	200	0.857474245115453	0.1124147863653727
TetR	200	0.0190425711389547	0.0908896793924841
AraC/XylS	201	0.0	0.148831413232384
Fur	201	0.127277027027027	0.0745108481927169
GntR	201	0.0	0.1130721853079863
LacI/GalR	201	0.0756597222222222	0.0791167575716501
LysR	201	0.166080312029152	0.1499407823446087
MarR	201	0.0456535947712418	0.0757135915274356
NtrC/XylR	201	0.7013646816796085	0.1239477722551349
TetR	201	0.0234105910913161	0.0833710375955356
AraC/XylS	202	0.8325	0.0926334127214512
Fur	202	0.2603161744966443	0.0553912618599004
GntR	202	0.3156468401486989	0.121800341566075
LacI/GalR	202	0.1892335329341317	0.0733011952833682
LysR	202	0.0363271086284463	0.106488337889076
MarR	202	0.0786666666666666	0.0995901244204515
NtrC/XylR	202	0.6486708670369632	0.0934145710006682
TetR	202	0.0247128502842863	0.1019218495215579
AraC/XylS	203	0.0	0.0760983662217234
Fur	203	0.5651468363283572	0.0954132012584493
GntR	203	0.0	0.0632698247225617
IclR	203	0.0	0.1496472484581204
LacI/GalR	203	0.0	0.0559773583285221
LysR	203	0.1768913217140807	0.0890118623491835
MarR	203	0.0	0.1077781079034174
NtrC/XylR	203	0.5737380486695035	0.0677493205840394
TetR	203	0.0210390568387823	0.1053831080603513
AraC/XylS	204	0.2769999999999999	0.1049650960797186
Fur	204	0.2814646530859217	0.0982913002540243
GntR	204	0.0678484224965706	0.0962317311731559
IclR	204	0.0	0.0997397699863216
LacI/GalR	204	0.119480825958702	0.1509666100105301
LysR	204	0.1622999698923797	0.1142026705365705
MarR	204	0.0	0.0736766975067272
NtrC/XylR	204	0.545255118243764	0.1308934683081443
TetR	204	0.0225741424104962	0.0863191654499999
Fur	205	0.0	0.0868611271403345
GntR	205	0.0953982300884955	0.0851528130115907
LacI/GalR	205	0.0828259587020649	0.1076370128480804
LysR	205	0.118868108660954	0.1120401690720311
MarR	205	0.0	0.0900731393187822
NtrC/XylR	205	0.3632257653673197	0.0777488262050791
TetR	205	0.0323681940783115	0.0970435681510276
AraC/XylS	206	0.1677393617021276	0.080228975277603
Fur	206	0.2622297447660801	0.0687802263296977
GntR	206	0.0	0.1661056752427445
IclR	206	0.7958983606557377	0.0641716860413093
LysR	206	0.238341324383157	0.0993158028425309
MarR	206	0.2705524861878453	0.104458561603843
NtrC/XylR	206	0.5638351770486014	0.1188949433602005
TetR	206	0.0520085422076852	0.0852493016772607
AraC/XylS	207	0.0671055591852967	0.1034323378176773
Fur	207	0.4968923260231015	0.0646870847692759
GntR	207	0.0	0.1833393109283039
IclR	207	0.0	0.084233197187459
LysR	207	0.1153836402864294	0.1272394458670989
MarR	207	0.0	0.065286729061124
NtrC/XylR	207	0.2073516873889876	0.0753030328361037
TetR	207	0.0267575538642777	0.0981359419813243
AraC/XylS	208	0.0	0.1178433529052419
Fur	208	0.4348526910113525	0.1147666277416003
GntR	208	0.0	0.0638393187292021
IclR	208	0.0	0.084565932790584
LacI/GalR	208	0.0	0.0723745043290628
LysR	208	0.1012109677419354	0.0922935403487633
MarR	208	0.0	0.0789706789248814
NtrC/XylR	208	0.5465489000397198	0.1269444820816685
TetR	208	0.0152543116940703	0.0958351730304582
AraC/XylS	209	0.2500825545171339	0.0909771250325439
Fur	209	0.1682957566462167	0.0549713325853481
GntR	209	0.0	0.0963768204976688
IclR	209	0.0	0.2062151022264892
LacI/GalR	209	0.0	0.0826149137185125
LysR	209	0.169034433950247	0.0935972877653247
NtrC/XylR	209	0.5792853801903163	0.1364202579121955
TetR	209	0.0079262373670484	0.085469416393619
AraC/XylS	210	0.1612453183329593	0.1273907444366008
Fur	210	0.4053179130941748	0.0864590089895306
GntR	210	0.0	0.1278319790936762
IclR	210	0.2480842911877394	0.0822905045512842
LacI/GalR	210	0.0736283185840708	0.073078069950346
LysR	210	0.2245763327682062	0.0933870902910155
MarR	210	0.0	0.0921163645319395
NtrC/XylR	210	0.6053821510680097	0.1666541977206211
TetR	210	0.0429721282558673	0.0837147258096082
AraC/XylS	211	0.20775	0.0850318851913874
Fur	211	0.2242001054735717	0.0533047078696985
GntR	211	0.0495207496653279	0.1453714961807804
IclR	211	0.0	0.1060911450613761
LacI/GalR	211	0.0535441176470588	0.0666616899449125
LysR	211	0.0222399497470975	0.1173345952225951
MarR	211	0.0	0.080285814318614
NtrC/XylR	211	0.6872742894048824	0.1296186441114399
TetR	211	0.0517595366555557	0.0905812855880829
AraC/XylS	212	0.987	0.1472268191526755
Fur	212	0.4525737405286081	0.0240319204604918
GntR	212	0.0	0.1751407431374302
IclR	212	0.969	0.1172226924702867
LacI/GalR	212	0.0	0.1382991667912506
LysR	212	0.2382102966346521	0.1077011359598049
MarR	212	0.0	0.074047336957343
NtrC/XylR	212	0.2942560141472687	0.1197368846631828
TetR	212	0.0425388010844686	0.1127720060943318
AraC/XylS	213	0.0	0.2006436912149915
Fur	213	0.7380134228187919	0.0982506503158677
GntR	213	0.0	0.1029821840335724
IclR	213	0.2575106382978723	0.0855190129457224
LacI/GalR	213	0.0	0.0745541483124103
LysR	213	0.1542624901392267	0.098974909265426
MarR	213	0.0	0.0687149884472563
NtrC/XylR	213	0.4165028269121942	0.0713358103228826
TetR	213	0.0276987079609748	0.1087846359022459
AraC/XylS	214	0.0	0.2199213944338613
Fur	214	0.0551586206896551	0.0933638996422961
GntR	214	0.0	0.0727196245505847
LacI/GalR	214	0.0	0.0709834614161729
LysR	214	0.2373047402094993	0.144145295219246
MarR	214	0.0	0.0958602949006946
NtrC/XylR	214	0.6131365807973359	0.1071263969175118
TetR	214	0.0502401423894643	0.0894020579229388
AraC/XylS	215	0.4404423676012461	0.1004262432953634
Fur	215	0.179258481930206	0.0905097519227953
GntR	215	0.0	0.1113127394862176
LacI/GalR	215	0.2163323699421965	0.0903061942872615
LysR	215	0.1879653020839539	0.1265890114307047
MarR	215	0.0	0.076465882803226
NtrC/XylR	215	0.4401983953100012	0.1020058718347861
TetR	215	0.021616033990478	0.1084243505397913
AraC/XylS	216	0.1833644859813084	0.120133913256774
Fur	216	0.2330537137137137	0.0815457698230807
GntR	216	0.038037037037037	0.0784409345507532
LysR	216	0.0413039381269435	0.1016302834860063
MarR	216	0.0	0.0744904841550961
NtrC/XylR	216	0.48292049730042	0.1588847230039701
TetR	216	0.0210754112049494	0.0846469301654603
AraC/XylS	217	0.0	0.147681792641859
Fur	217	0.2918002857554047	0.0668031883493272
GntR	217	0.1271721311475409	0.0774437876991713
LacI/GalR	217	0.0	0.1058964962505359
LysR	217	0.0642106971507399	0.1024267271113926
MarR	217	0.0	0.0858242076704758
NtrC/XylR	217	0.5495577498227114	0.1154492497043698
