split	fold	model	query_id	n_candidates	n_positives	best_positive_rank	H1	H10	H50	MRR	Recall_at_1pct
Ligand-Morgan-0.5	0	Dstar	C1[C@H]([C@H]([C@H](C(O1)O)O)O)O	6457	1	899	0.0	0.0	0.0	0.0011123470522803	0.0
Ligand-Morgan-0.5	0	B	C1[C@H]([C@H]([C@H](C(O1)O)O)O)O	6457	1	904	0.0	0.0	0.0	0.0011061946902654	0.0
Ligand-Morgan-0.5	0	F	C1[C@H]([C@H]([C@H](C(O1)O)O)O)O	6457	1	904	0.0	0.0	0.0	0.0011061946902654	0.0
Ligand-Morgan-0.5	0	T_P	C=CC(=O)[O-]	6457	1	5764	0.0	0.0	0.0	0.0001734906315058	0.0
Ligand-Morgan-0.5	0	T_L	C=CC(=O)[O-]	6457	1	5801	0.0	0.0	0.0	0.0001723840717117	0.0
Ligand-Morgan-0.5	0	Dstar	C=CC(=O)[O-]	6457	1	519	0.0	0.0	0.0	0.001926782273603	0.0
Ligand-Morgan-0.5	0	B	C=CC(=O)[O-]	6457	1	378	0.0	0.0	0.0	0.0026455026455026	0.0
Ligand-Morgan-0.5	0	F	C=CC(=O)[O-]	6457	1	379	0.0	0.0	0.0	0.0026385224274406	0.0
Ligand-Morgan-0.5	0	T_P	CC(=O)C(=O)[O-]	6457	2	573	0.0	0.0	0.0	0.0017452006980802	0.0
Ligand-Morgan-0.5	0	T_L	CC(=O)C(=O)[O-]	6457	2	1	1.0	1.0	1.0	1.0	0.5
Ligand-Morgan-0.5	0	Dstar	CC(=O)C(=O)[O-]	6457	2	2	0.0	1.0	1.0	0.5	0.5
Ligand-Morgan-0.5	0	B	CC(=O)C(=O)[O-]	6457	2	1	1.0	1.0	1.0	1.0	0.5
Ligand-Morgan-0.5	0	F	CC(=O)C(=O)[O-]	6457	2	1	1.0	1.0	1.0	1.0	0.5
Ligand-Morgan-0.5	0	T_P	CC(=O)O[Hg]C1=CC=CC=C1	6457	1	6347	0.0	0.0	0.0	0.0001575547502757	0.0
Ligand-Morgan-0.5	0	T_L	CC(=O)O[Hg]C1=CC=CC=C1	6457	1	151	0.0	0.0	0.0	0.0066225165562913	0.0
Ligand-Morgan-0.5	0	Dstar	CC(=O)O[Hg]C1=CC=CC=C1	6457	1	930	0.0	0.0	0.0	0.0010752688172043	0.0
Ligand-Morgan-0.5	0	B	CC(=O)O[Hg]C1=CC=CC=C1	6457	1	2628	0.0	0.0	0.0	0.0003805175038051	0.0
Ligand-Morgan-0.5	0	F	CC(=O)O[Hg]C1=CC=CC=C1	6457	1	2583	0.0	0.0	0.0	0.0003871467286101	0.0
Ligand-Morgan-0.5	0	T_P	CC(=O)[O-]	6457	1	6076	0.0	0.0	0.0	0.0001645819618169	0.0
Ligand-Morgan-0.5	0	T_L	CC(=O)[O-]	6457	1	1	1.0	1.0	1.0	1.0	1.0
Ligand-Morgan-0.5	0	Dstar	CC(=O)[O-]	6457	1	1	1.0	1.0	1.0	1.0	1.0
Ligand-Morgan-0.5	0	B	CC(=O)[O-]	6457	1	1	1.0	1.0	1.0	1.0	1.0
Ligand-Morgan-0.5	0	F	CC(=O)[O-]	6457	1	1	1.0	1.0	1.0	1.0	1.0
Ligand-Morgan-0.5	0	T_P	CC(C(=O)C)O	6457	2	173	0.0	0.0	0.0	0.0057803468208092	0.0
Ligand-Morgan-0.5	0	T_L	CC(C(=O)C)O	6457	2	13	0.0	0.0	1.0	0.0769230769230769	0.5
Ligand-Morgan-0.5	0	Dstar	CC(C(=O)C)O	6457	2	737	0.0	0.0	0.0	0.0013568521031207	0.0
Ligand-Morgan-0.5	0	B	CC(C(=O)C)O	6457	2	127	0.0	0.0	0.0	0.0078740157480314	0.0
Ligand-Morgan-0.5	0	F	CC(C(=O)C)O	6457	2	129	0.0	0.0	0.0	0.0077519379844961	0.0
Ligand-Morgan-0.5	0	T_P	CC(C(=O)O)C(=O)O	6457	2	1852	0.0	0.0	0.0	0.0005399568034557	0.0
Ligand-Morgan-0.5	0	T_L	CC(C(=O)O)C(=O)O	6457	2	11	0.0	0.0	1.0	0.0909090909090909	0.5
Ligand-Morgan-0.5	0	Dstar	CC(C(=O)O)C(=O)O	6457	2	184	0.0	0.0	0.0	0.0054347826086956	0.0
Ligand-Morgan-0.5	0	B	CC(C(=O)O)C(=O)O	6457	2	95	0.0	0.0	0.0	0.0105263157894736	0.0
Ligand-Morgan-0.5	0	F	CC(C(=O)O)C(=O)O	6457	2	99	0.0	0.0	0.0	0.0101010101010101	0.0
Ligand-Morgan-0.5	0	T_P	CC(C(=O)O)OC(=O)C	6457	1	173	0.0	0.0	0.0	0.0057803468208092	0.0
Ligand-Morgan-0.5	0	T_L	CC(C(=O)O)OC(=O)C	6457	1	9	0.0	1.0	1.0	0.1111111111111111	1.0
Ligand-Morgan-0.5	0	Dstar	CC(C(=O)O)OC(=O)C	6457	1	396	0.0	0.0	0.0	0.0025252525252525	0.0
Ligand-Morgan-0.5	0	B	CC(C(=O)O)OC(=O)C	6457	1	47	0.0	0.0	1.0	0.0212765957446808	1.0
Ligand-Morgan-0.5	0	F	CC(C(=O)O)OC(=O)C	6457	1	46	0.0	0.0	1.0	0.0217391304347826	1.0
Ligand-Morgan-0.5	0	T_P	CC(C(=O)[O-])O	6457	1	1308	0.0	0.0	0.0	0.0007645259938837	0.0
Ligand-Morgan-0.5	0	T_L	CC(C(=O)[O-])O	6457	1	2	0.0	1.0	1.0	0.5	1.0
Ligand-Morgan-0.5	0	Dstar	CC(C(=O)[O-])O	6457	1	30	0.0	0.0	1.0	0.0333333333333333	1.0
Ligand-Morgan-0.5	0	B	CC(C(=O)[O-])O	6457	1	2	0.0	1.0	1.0	0.5	1.0
Ligand-Morgan-0.5	0	F	CC(C(=O)[O-])O	6457	1	4	0.0	1.0	1.0	0.25	1.0
Ligand-Morgan-0.5	0	T_P	CC(C(C(C(=O)COP(=O)(O)O)O)O)O	6457	1	718	0.0	0.0	0.0	0.0013927576601671	0.0
Ligand-Morgan-0.5	0	T_L	CC(C(C(C(=O)COP(=O)(O)O)O)O)O	6457	1	1032	0.0	0.0	0.0	0.000968992248062	0.0
Ligand-Morgan-0.5	0	Dstar	CC(C(C(C(=O)COP(=O)(O)O)O)O)O	6457	1	191	0.0	0.0	0.0	0.0052356020942408	0.0
Ligand-Morgan-0.5	0	B	CC(C(C(C(=O)COP(=O)(O)O)O)O)O	6457	1	137	0.0	0.0	0.0	0.0072992700729927	0.0
Ligand-Morgan-0.5	0	F	CC(C(C(C(=O)COP(=O)(O)O)O)O)O	6457	1	138	0.0	0.0	0.0	0.0072463768115942	0.0
Ligand-Morgan-0.5	0	T_P	CC(C)C[C@@H](C(=O)O)N	6457	2	1025	0.0	0.0	0.0	0.0009756097560975	0.0
Ligand-Morgan-0.5	0	T_L	CC(C)C[C@@H](C(=O)O)N	6457	2	20	0.0	0.0	1.0	0.05	0.5
Ligand-Morgan-0.5	0	Dstar	CC(C)C[C@@H](C(=O)O)N	6457	2	2	0.0	1.0	1.0	0.5	1.0
Ligand-Morgan-0.5	0	B	CC(C)C[C@@H](C(=O)O)N	6457	2	21	0.0	0.0	1.0	0.0476190476190476	0.5
Ligand-Morgan-0.5	0	F	CC(C)C[C@@H](C(=O)O)N	6457	2	22	0.0	0.0	1.0	0.0454545454545454	0.5
Ligand-Morgan-0.5	0	T_P	CC(C)C[C@H](C(=O)O)N	6457	1	1025	0.0	0.0	0.0	0.0009756097560975	0.0
Ligand-Morgan-0.5	0	T_L	CC(C)C[C@H](C(=O)O)N	6457	1	20	0.0	0.0	1.0	0.05	1.0
Ligand-Morgan-0.5	0	Dstar	CC(C)C[C@H](C(=O)O)N	6457	1	2	0.0	1.0	1.0	0.5	1.0
Ligand-Morgan-0.5	0	B	CC(C)C[C@H](C(=O)O)N	6457	1	146	0.0	0.0	0.0	0.0068493150684931	0.0
Ligand-Morgan-0.5	0	F	CC(C)C[C@H](C(=O)O)N	6457	1	80	0.0	0.0	0.0	0.0125	0.0
Ligand-Morgan-0.5	0	T_P	CC(C)[C@@H](C(=O)O)N	6457	3	1025	0.0	0.0	0.0	0.0009756097560975	0.0
Ligand-Morgan-0.5	0	T_L	CC(C)[C@@H](C(=O)O)N	6457	3	18	0.0	0.0	1.0	0.0555555555555555	0.3333333333333333
Ligand-Morgan-0.5	0	Dstar	CC(C)[C@@H](C(=O)O)N	6457	3	2	0.0	1.0	1.0	0.5	0.6666666666666666
Ligand-Morgan-0.5	0	B	CC(C)[C@@H](C(=O)O)N	6457	3	214	0.0	0.0	0.0	0.0046728971962616	0.0
Ligand-Morgan-0.5	0	F	CC(C)[C@@H](C(=O)O)N	6457	3	150	0.0	0.0	0.0	0.0066666666666666	0.0
Ligand-Morgan-0.5	0	T_P	CC(C)[C@@](CC(=O)O)(C(=O)O)O	6457	1	3809	0.0	0.0	0.0	0.0002625360987135	0.0
Ligand-Morgan-0.5	0	T_L	CC(C)[C@@](CC(=O)O)(C(=O)O)O	6457	1	3942	0.0	0.0	0.0	0.0002536783358701	0.0
Ligand-Morgan-0.5	0	Dstar	CC(C)[C@@](CC(=O)O)(C(=O)O)O	6457	1	890	0.0	0.0	0.0	0.0011235955056179	0.0
Ligand-Morgan-0.5	0	B	CC(C)[C@@](CC(=O)O)(C(=O)O)O	6457	1	775	0.0	0.0	0.0	0.0012903225806451	0.0
Ligand-Morgan-0.5	0	F	CC(C)[C@@](CC(=O)O)(C(=O)O)O	6457	1	776	0.0	0.0	0.0	0.0012886597938144	0.0
Ligand-Morgan-0.5	0	T_P	CC(C1CCC(C(O1)OC2C(CC(C(C2O)OC3C(C(C(CO3)(C)O)NC)O)N)N)N)NC	6457	1	1113	0.0	0.0	0.0	0.0008984725965858	0.0
Ligand-Morgan-0.5	0	T_L	CC(C1CCC(C(O1)OC2C(CC(C(C2O)OC3C(C(C(CO3)(C)O)NC)O)N)N)N)NC	6457	1	2	0.0	1.0	1.0	0.5	1.0
Ligand-Morgan-0.5	0	Dstar	CC(C1CCC(C(O1)OC2C(CC(C(C2O)OC3C(C(C(CO3)(C)O)NC)O)N)N)N)NC	6457	1	23	0.0	0.0	1.0	0.0434782608695652	1.0
Ligand-Morgan-0.5	0	B	CC(C1CCC(C(O1)OC2C(CC(C(C2O)OC3C(C(C(CO3)(C)O)NC)O)N)N)N)NC	6457	1	200	0.0	0.0	0.0	0.005	0.0
Ligand-Morgan-0.5	0	F	CC(C1CCC(C(O1)OC2C(CC(C(C2O)OC3C(C(C(CO3)(C)O)NC)O)N)N)N)NC	6457	1	135	0.0	0.0	0.0	0.0074074074074074	0.0
Ligand-Morgan-0.5	0	T_P	CC(CO)C(=O)[O-]	6457	1	534	0.0	0.0	0.0	0.0018726591760299	0.0
Ligand-Morgan-0.5	0	T_L	CC(CO)C(=O)[O-]	6457	1	2	0.0	1.0	1.0	0.5	1.0
Ligand-Morgan-0.5	0	Dstar	CC(CO)C(=O)[O-]	6457	1	11	0.0	0.0	1.0	0.0909090909090909	1.0
Ligand-Morgan-0.5	0	B	CC(CO)C(=O)[O-]	6457	1	2	0.0	1.0	1.0	0.5	1.0
Ligand-Morgan-0.5	0	F	CC(CO)C(=O)[O-]	6457	1	3	0.0	1.0	1.0	0.3333333333333333	1.0
Ligand-Morgan-0.5	0	T_P	CC1=C(C=C(C=C1)O)C	6457	3	660	0.0	0.0	0.0	0.0015151515151515	0.0
Ligand-Morgan-0.5	0	T_L	CC1=C(C=C(C=C1)O)C	6457	3	1	1.0	1.0	1.0	1.0	1.0
Ligand-Morgan-0.5	0	Dstar	CC1=C(C=C(C=C1)O)C	6457	3	1	1.0	1.0	1.0	1.0	1.0
Ligand-Morgan-0.5	0	B	CC1=C(C=C(C=C1)O)C	6457	3	1	1.0	1.0	1.0	1.0	1.0
Ligand-Morgan-0.5	0	F	CC1=C(C=C(C=C1)O)C	6457	3	1	1.0	1.0	1.0	1.0	1.0
Ligand-Morgan-0.5	0	T_P	CC1=C(C=CC(=C1)O)O	6457	1	256	0.0	0.0	0.0	0.00390625	0.0
Ligand-Morgan-0.5	0	T_L	CC1=C(C=CC(=C1)O)O	6457	1	588	0.0	0.0	0.0	0.0017006802721088	0.0
Ligand-Morgan-0.5	0	Dstar	CC1=C(C=CC(=C1)O)O	6457	1	1153	0.0	0.0	0.0	0.0008673026886383	0.0
Ligand-Morgan-0.5	0	B	CC1=C(C=CC(=C1)O)O	6457	1	1042	0.0	0.0	0.0	0.0009596928982725	0.0
Ligand-Morgan-0.5	0	F	CC1=C(C=CC(=C1)O)O	6457	1	1042	0.0	0.0	0.0	0.0009596928982725	0.0
Ligand-Morgan-0.5	0	T_P	CC1=C(C=CC2=C1OC(=O)C(=C2O)NC(=O)C3=CC(=C(C=C3)O)CC=C(C)C)O[C@H]4[C@@H]([C@@H]([C@H](C(O4)(C)C)OC)OC(=O)N)O	6457	3	1093	0.0	0.0	0.0	0.000914913083257	0.0
Ligand-Morgan-0.5	0	T_L	CC1=C(C=CC2=C1OC(=O)C(=C2O)NC(=O)C3=CC(=C(C=C3)O)CC=C(C)C)O[C@H]4[C@@H]([C@@H]([C@H](C(O4)(C)C)OC)OC(=O)N)O	6457	3	50	0.0	0.0	1.0	0.02	0.3333333333333333
Ligand-Morgan-0.5	0	Dstar	CC1=C(C=CC2=C1OC(=O)C(=C2O)NC(=O)C3=CC(=C(C=C3)O)CC=C(C)C)O[C@H]4[C@@H]([C@@H]([C@H](C(O4)(C)C)OC)OC(=O)N)O	6457	3	6	0.0	1.0	1.0	0.1666666666666666	0.6666666666666666
Ligand-Morgan-0.5	0	B	CC1=C(C=CC2=C1OC(=O)C(=C2O)NC(=O)C3=CC(=C(C=C3)O)CC=C(C)C)O[C@H]4[C@@H]([C@@H]([C@H](C(O4)(C)C)OC)OC(=O)N)O	6457	3	22	0.0	0.0	1.0	0.0454545454545454	0.3333333333333333
Ligand-Morgan-0.5	0	F	CC1=C(C=CC2=C1OC(=O)C(=C2O)NC(=O)C3=CC(=C(C=C3)O)CC=C(C)C)O[C@H]4[C@@H]([C@@H]([C@H](C(O4)(C)C)OC)OC(=O)N)O	6457	3	22	0.0	0.0	1.0	0.0454545454545454	0.3333333333333333
Ligand-Morgan-0.5	0	T_P	CC1=CC(=C(C=C1)C)O	6457	2	660	0.0	0.0	0.0	0.0015151515151515	0.0
Ligand-Morgan-0.5	0	T_L	CC1=CC(=C(C=C1)C)O	6457	2	1	1.0	1.0	1.0	1.0	1.0
Ligand-Morgan-0.5	0	Dstar	CC1=CC(=C(C=C1)C)O	6457	2	1	1.0	1.0	1.0	1.0	1.0
Ligand-Morgan-0.5	0	B	CC1=CC(=C(C=C1)C)O	6457	2	1	1.0	1.0	1.0	1.0	1.0
Ligand-Morgan-0.5	0	F	CC1=CC(=C(C=C1)C)O	6457	2	2	0.0	1.0	1.0	0.5	1.0
Ligand-Morgan-0.5	0	T_P	CC1=CC(=C(C=C1)O)C	6457	2	660	0.0	0.0	0.0	0.0015151515151515	0.0
Ligand-Morgan-0.5	0	T_L	CC1=CC(=C(C=C1)O)C	6457	2	1	1.0	1.0	1.0	1.0	1.0
Ligand-Morgan-0.5	0	Dstar	CC1=CC(=C(C=C1)O)C	6457	2	2	0.0	1.0	1.0	0.5	1.0
Ligand-Morgan-0.5	0	B	CC1=CC(=C(C=C1)O)C	6457	2	1	1.0	1.0	1.0	1.0	1.0
Ligand-Morgan-0.5	0	F	CC1=CC(=C(C=C1)O)C	6457	2	4	0.0	1.0	1.0	0.25	1.0
Ligand-Morgan-0.5	0	T_P	CC1=CC(=CC=C1)CO	6457	2	2170	0.0	0.0	0.0	0.0004608294930875	0.0
Ligand-Morgan-0.5	0	T_L	CC1=CC(=CC=C1)CO	6457	2	50	0.0	0.0	1.0	0.02	0.5
Ligand-Morgan-0.5	0	Dstar	CC1=CC(=CC=C1)CO	6457	2	3	0.0	1.0	1.0	0.3333333333333333	0.5
Ligand-Morgan-0.5	0	B	CC1=CC(=CC=C1)CO	6457	2	703	0.0	0.0	0.0	0.0014224751066856	0.0
Ligand-Morgan-0.5	0	F	CC1=CC(=CC=C1)CO	6457	2	641	0.0	0.0	0.0	0.0015600624024961	0.0
Ligand-Morgan-0.5	0	T_P	CCC#CC(C)C1(C(=O)NC(=O)N(C1=O)C)CC=C	6457	1	1491	0.0	0.0	0.0	0.0006706908115358	0.0
Ligand-Morgan-0.5	0	T_L	CCC#CC(C)C1(C(=O)NC(=O)N(C1=O)C)CC=C	6457	1	1	1.0	1.0	1.0	1.0	1.0
Ligand-Morgan-0.5	0	Dstar	CCC#CC(C)C1(C(=O)NC(=O)N(C1=O)C)CC=C	6457	1	31	0.0	0.0	1.0	0.032258064516129	1.0
Ligand-Morgan-0.5	0	B	CCC#CC(C)C1(C(=O)NC(=O)N(C1=O)C)CC=C	6457	1	1	1.0	1.0	1.0	1.0	1.0
Ligand-Morgan-0.5	0	F	CCC#CC(C)C1(C(=O)NC(=O)N(C1=O)C)CC=C	6457	1	1	1.0	1.0	1.0	1.0	1.0
Ligand-Morgan-0.5	0	T_P	CCC(C(=O)C)(C(=O)O)O	6457	1	173	0.0	0.0	0.0	0.0057803468208092	0.0
Ligand-Morgan-0.5	0	T_L	CCC(C(=O)C)(C(=O)O)O	6457	1	1	1.0	1.0	1.0	1.0	1.0
Ligand-Morgan-0.5	0	Dstar	CCC(C(=O)C)(C(=O)O)O	6457	1	64	0.0	0.0	0.0	0.015625	1.0
Ligand-Morgan-0.5	0	B	CCC(C(=O)C)(C(=O)O)O	6457	1	1	1.0	1.0	1.0	1.0	1.0
Ligand-Morgan-0.5	0	F	CCC(C(=O)C)(C(=O)O)O	6457	1	1	1.0	1.0	1.0	1.0	1.0
Ligand-Morgan-0.5	0	T_P	CCCCCCCCCCCCCCCCCC(=O)OC[C@H](CO)O	6457	1	5792	0.0	0.0	0.0	0.0001726519337016	0.0
Ligand-Morgan-0.5	0	T_L	CCCCCCCCCCCCCCCCCC(=O)OC[C@H](CO)O	6457	1	5829	0.0	0.0	0.0	0.0001715560130382	0.0
Ligand-Morgan-0.5	0	Dstar	CCCCCCCCCCCCCCCCCC(=O)OC[C@H](CO)O	6457	1	295	0.0	0.0	0.0	0.0033898305084745	0.0
Ligand-Morgan-0.5	0	B	CCCCCCCCCCCCCCCCCC(=O)OC[C@H](CO)O	6457	1	186	0.0	0.0	0.0	0.0053763440860215	0.0
Ligand-Morgan-0.5	0	F	CCCCCCCCCCCCCCCCCC(=O)OC[C@H](CO)O	6457	1	186	0.0	0.0	0.0	0.0053763440860215	0.0
Ligand-Morgan-0.5	0	T_P	CCCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-]	6457	1	3651	0.0	0.0	0.0	0.0002738975623116	0.0
Ligand-Morgan-0.5	0	T_L	CCCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-]	6457	1	1	1.0	1.0	1.0	1.0	1.0
Ligand-Morgan-0.5	0	Dstar	CCCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-]	6457	1	8	0.0	1.0	1.0	0.125	1.0
Ligand-Morgan-0.5	0	B	CCCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-]	6457	1	2	0.0	1.0	1.0	0.5	1.0
Ligand-Morgan-0.5	0	F	CCCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-]	6457	1	1	1.0	1.0	1.0	1.0	1.0
Ligand-Morgan-0.5	0	T_P	CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1	6457	1	3227	0.0	0.0	0.0	0.0003098853424233	0.0
Ligand-Morgan-0.5	0	T_L	CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1	6457	1	35	0.0	0.0	1.0	0.0285714285714285	1.0
Ligand-Morgan-0.5	0	Dstar	CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1	6457	1	42	0.0	0.0	1.0	0.0238095238095238	1.0
Ligand-Morgan-0.5	0	B	CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1	6457	1	499	0.0	0.0	0.0	0.002004008016032	0.0
Ligand-Morgan-0.5	0	F	CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1	6457	1	437	0.0	0.0	0.0	0.0022883295194508	0.0
Ligand-Morgan-0.5	0	T_P	CC[C@H](C)[C@@H](C(=O)O)N	6457	1	4197	0.0	0.0	0.0	0.0002382654276864	0.0
Ligand-Morgan-0.5	0	T_L	CC[C@H](C)[C@@H](C(=O)O)N	6457	1	4308	0.0	0.0	0.0	0.0002321262766945	0.0
Ligand-Morgan-0.5	0	Dstar	CC[C@H](C)[C@@H](C(=O)O)N	6457	1	4887	0.0	0.0	0.0	0.0002046245140167	0.0
Ligand-Morgan-0.5	0	B	CC[C@H](C)[C@@H](C(=O)O)N	6457	1	4838	0.0	0.0	0.0	0.000206696982224	0.0
Ligand-Morgan-0.5	0	F	CC[C@H](C)[C@@H](C(=O)O)N	6457	1	4838	0.0	0.0	0.0	0.000206696982224	0.0
Ligand-Morgan-0.5	0	T_P	CN1[C@@H](CS[C@@H]1[C@H]2CSC(=N2)C3=CC=CC=C3O)C(=O)O	6457	1	4961	0.0	0.0	0.0	0.0002015722636565	0.0
Ligand-Morgan-0.5	0	T_L	CN1[C@@H](CS[C@@H]1[C@H]2CSC(=N2)C3=CC=CC=C3O)C(=O)O	6457	1	5038	0.0	0.0	0.0	0.000198491464867	0.0
Ligand-Morgan-0.5	0	Dstar	CN1[C@@H](CS[C@@H]1[C@H]2CSC(=N2)C3=CC=CC=C3O)C(=O)O	6457	1	101	0.0	0.0	0.0	0.0099009900990099	0.0
Ligand-Morgan-0.5	0	B	CN1[C@@H](CS[C@@H]1[C@H]2CSC(=N2)C3=CC=CC=C3O)C(=O)O	6457	1	23	0.0	0.0	1.0	0.0434782608695652	1.0
Ligand-Morgan-0.5	0	F	CN1[C@@H](CS[C@@H]1[C@H]2CSC(=N2)C3=CC=CC=C3O)C(=O)O	6457	1	23	0.0	0.0	1.0	0.0434782608695652	1.0
Ligand-Morgan-0.5	0	T_P	CN[C@H]1C[C@H]([C@@H]([C@H]([C@@H]1O)O[C@H]2[C@@H]3[C@H]([C@H]([C@H](O2)CO)O)OC4(O3)[C@@H]([C@H]([C@H]([C@H](O4)[C@H](CO)N)O)O)O)O)N	6457	1	424	0.0	0.0	0.0	0.0023584905660377	0.0
Ligand-Morgan-0.5	0	T_L	CN[C@H]1C[C@H]([C@@H]([C@H]([C@@H]1O)O[C@H]2[C@@H]3[C@H]([C@H]([C@H](O2)CO)O)OC4(O3)[C@@H]([C@H]([C@H]([C@H](O4)[C@H](CO)N)O)O)O)O)N	6457	1	164	0.0	0.0	0.0	0.0060975609756097	0.0
Ligand-Morgan-0.5	0	Dstar	CN[C@H]1C[C@H]([C@@H]([C@H]([C@@H]1O)O[C@H]2[C@@H]3[C@H]([C@H]([C@H](O2)CO)O)OC4(O3)[C@@H]([C@H]([C@H]([C@H](O4)[C@H](CO)N)O)O)O)O)N	6457	1	660	0.0	0.0	0.0	0.0015151515151515	0.0
Ligand-Morgan-0.5	0	B	CN[C@H]1C[C@H]([C@@H]([C@H]([C@@H]1O)O[C@H]2[C@@H]3[C@H]([C@H]([C@H](O2)CO)O)OC4(O3)[C@@H]([C@H]([C@H]([C@H](O4)[C@H](CO)N)O)O)O)O)N	6457	1	2891	0.0	0.0	0.0	0.0003459010722933	0.0
Ligand-Morgan-0.5	0	F	CN[C@H]1C[C@H]([C@@H]([C@H]([C@@H]1O)O[C@H]2[C@@H]3[C@H]([C@H]([C@H](O2)CO)O)OC4(O3)[C@@H]([C@H]([C@H]([C@H](O4)[C@H](CO)N)O)O)O)O)N	6457	1	2859	0.0	0.0	0.0	0.0003497726477789	0.0
Ligand-Morgan-0.5	0	T_P	COC1=C(C=CC(=C1)O)C(=O)C=CC2=CC=C(C=C2)O	6457	2	5610	0.0	0.0	0.0	0.0001782531194295	0.0
Ligand-Morgan-0.5	0	T_L	COC1=C(C=CC(=C1)O)C(=O)C=CC2=CC=C(C=C2)O	6457	2	19	0.0	0.0	1.0	0.0526315789473684	1.0
Ligand-Morgan-0.5	0	Dstar	COC1=C(C=CC(=C1)O)C(=O)C=CC2=CC=C(C=C2)O	6457	2	14	0.0	0.0	1.0	0.0714285714285714	1.0
Ligand-Morgan-0.5	0	B	COC1=C(C=CC(=C1)O)C(=O)C=CC2=CC=C(C=C2)O	6457	2	116	0.0	0.0	0.0	0.0086206896551724	0.0
Ligand-Morgan-0.5	0	F	COC1=C(C=CC(=C1)O)C(=O)C=CC2=CC=C(C=C2)O	6457	2	53	0.0	0.0	0.0	0.0188679245283018	1.0
Ligand-Morgan-0.5	0	T_P	C[C@@H](C(=O)O)N	6457	2	2479	0.0	0.0	0.0	0.0004033884630899	0.0
Ligand-Morgan-0.5	0	T_L	C[C@@H](C(=O)O)N	6457	2	15	0.0	0.0	1.0	0.0666666666666666	0.5
Ligand-Morgan-0.5	0	Dstar	C[C@@H](C(=O)O)N	6457	2	62	0.0	0.0	0.0	0.0161290322580645	0.5
Ligand-Morgan-0.5	0	B	C[C@@H](C(=O)O)N	6457	2	49	0.0	0.0	1.0	0.0204081632653061	0.5
Ligand-Morgan-0.5	0	F	C[C@@H](C(=O)O)N	6457	2	52	0.0	0.0	0.0	0.0192307692307692	0.5
Ligand-Morgan-0.5	0	T_P	C[C@@H](C(=O)[O-])O	6457	1	5924	0.0	0.0	0.0	0.00016880486158	0.0
Ligand-Morgan-0.5	0	T_L	C[C@@H](C(=O)[O-])O	6457	1	5957	0.0	0.0	0.0	0.0001678697330871	0.0
Ligand-Morgan-0.5	0	Dstar	C[C@@H](C(=O)[O-])O	6457	1	1480	0.0	0.0	0.0	0.0006756756756756	0.0
Ligand-Morgan-0.5	0	B	C[C@@H](C(=O)[O-])O	6457	1	1373	0.0	0.0	0.0	0.0007283321194464	0.0
Ligand-Morgan-0.5	0	F	C[C@@H](C(=O)[O-])O	6457	1	1378	0.0	0.0	0.0	0.0007256894049346	0.0
Ligand-Morgan-0.5	0	T_P	C[C@@H](C(=O)[O-])[O-]	6457	1	5924	0.0	0.0	0.0	0.00016880486158	0.0
Ligand-Morgan-0.5	0	T_L	C[C@@H](C(=O)[O-])[O-]	6457	1	5957	0.0	0.0	0.0	0.0001678697330871	0.0
Ligand-Morgan-0.5	0	Dstar	C[C@@H](C(=O)[O-])[O-]	6457	1	932	0.0	0.0	0.0	0.0010729613733905	0.0
Ligand-Morgan-0.5	0	B	C[C@@H](C(=O)[O-])[O-]	6457	1	841	0.0	0.0	0.0	0.0011890606420927	0.0
Ligand-Morgan-0.5	0	F	C[C@@H](C(=O)[O-])[O-]	6457	1	841	0.0	0.0	0.0	0.0011890606420927	0.0
Ligand-Morgan-0.5	0	T_P	C[C@@H](O)C(C)=O	6457	1	1226	0.0	0.0	0.0	0.0008156606851549	0.0
Ligand-Morgan-0.5	0	T_L	C[C@@H](O)C(C)=O	6457	1	1511	0.0	0.0	0.0	0.00066181336863	0.0
Ligand-Morgan-0.5	0	Dstar	C[C@@H](O)C(C)=O	6457	1	768	0.0	0.0	0.0	0.0013020833333333	0.0
Ligand-Morgan-0.5	0	B	C[C@@H](O)C(C)=O	6457	1	615	0.0	0.0	0.0	0.0016260162601626	0.0
Ligand-Morgan-0.5	0	F	C[C@@H](O)C(C)=O	6457	1	615	0.0	0.0	0.0	0.0016260162601626	0.0
Ligand-Morgan-0.5	0	T_P	C[C@@H]([C@H]([C@@H](C(=O)COP(=O)(O)O)O)O)O	6457	1	6024	0.0	0.0	0.0	0.0001660026560424	0.0
