split	fold	model	query_id	n_candidates	n_positives	best_positive_rank	H1	H10	H50	MRR	Recall_at_1pct
Random-edge	3	T_L	C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO)O)O)O)O	6453	1	6012	0.0	0.0	0.0	0.0001663339986693	0.0
Random-edge	3	Dstar	C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO)O)O)O)O	6453	1	181	0.0	0.0	0.0	0.005524861878453	0.0
Random-edge	3	B	C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO)O)O)O)O	6453	1	5856	0.0	0.0	0.0	0.0001707650273224	0.0
Random-edge	3	F	C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO)O)O)O)O	6453	1	5844	0.0	0.0	0.0	0.0001711156741957	0.0
Random-edge	3	T_P	C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO[C@]3([C@H]([C@@H]([C@H](O3)CO)O)O)CO[C@]4([C@H]([C@@H]([C@H](O4)CO)O)O)CO)O)O)O)O	6457	1	758	0.0	0.0	0.0	0.0013192612137203	0.0
Random-edge	3	T_L	C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO[C@]3([C@H]([C@@H]([C@H](O3)CO)O)O)CO[C@]4([C@H]([C@@H]([C@H](O4)CO)O)O)CO)O)O)O)O	6457	1	1	1.0	1.0	1.0	1.0	1.0
Random-edge	3	Dstar	C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO[C@]3([C@H]([C@@H]([C@H](O3)CO)O)O)CO[C@]4([C@H]([C@@H]([C@H](O4)CO)O)O)CO)O)O)O)O	6457	1	1	1.0	1.0	1.0	1.0	1.0
Random-edge	3	B	C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO[C@]3([C@H]([C@@H]([C@H](O3)CO)O)O)CO[C@]4([C@H]([C@@H]([C@H](O4)CO)O)O)CO)O)O)O)O	6457	1	1	1.0	1.0	1.0	1.0	1.0
Random-edge	3	F	C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO[C@]3([C@H]([C@@H]([C@H](O3)CO)O)O)CO[C@]4([C@H]([C@@H]([C@H](O4)CO)O)O)CO)O)O)O)O	6457	1	1	1.0	1.0	1.0	1.0	1.0
Random-edge	3	T_P	C([C@@H]1[C@H]([C@H]([C@H](O1)OP(=O)(O)OP(=O)(O)O)O)O)OP(=O)(O)O	6457	1	2592	0.0	0.0	0.0	0.0003858024691358	0.0
Random-edge	3	T_L	C([C@@H]1[C@H]([C@H]([C@H](O1)OP(=O)(O)OP(=O)(O)O)O)O)OP(=O)(O)O	6457	1	2831	0.0	0.0	0.0	0.0003532320734722	0.0
Random-edge	3	Dstar	C([C@@H]1[C@H]([C@H]([C@H](O1)OP(=O)(O)OP(=O)(O)O)O)O)OP(=O)(O)O	6457	1	3378	0.0	0.0	0.0	0.0002960331557134	0.0
Random-edge	3	B	C([C@@H]1[C@H]([C@H]([C@H](O1)OP(=O)(O)OP(=O)(O)O)O)O)OP(=O)(O)O	6457	1	3269	0.0	0.0	0.0	0.0003059039461609	0.0
Random-edge	3	F	C([C@@H]1[C@H]([C@H]([C@H](O1)OP(=O)(O)OP(=O)(O)O)O)O)OP(=O)(O)O	6457	1	3269	0.0	0.0	0.0	0.0003059039461609	0.0
Random-edge	3	T_P	C([C@H]([C@@H]([C@H]([C@@H](C(=O)[O-])O)O)O)O)O	6457	1	6110	0.0	0.0	0.0	0.0001636661211129	0.0
Random-edge	3	T_L	C([C@H]([C@@H]([C@H]([C@@H](C(=O)[O-])O)O)O)O)O	6457	1	6129	0.0	0.0	0.0	0.0001631587534671	0.0
Random-edge	3	Dstar	C([C@H]([C@@H]([C@H]([C@@H](C(=O)[O-])O)O)O)O)O	6457	1	1192	0.0	0.0	0.0	0.0008389261744966	0.0
Random-edge	3	B	C([C@H]([C@@H]([C@H]([C@@H](C(=O)[O-])O)O)O)O)O	6457	1	1038	0.0	0.0	0.0	0.0009633911368015	0.0
Random-edge	3	F	C([C@H]([C@@H]([C@H]([C@@H](C(=O)[O-])O)O)O)O)O	6457	1	1038	0.0	0.0	0.0	0.0009633911368015	0.0
Random-edge	3	T_P	C([C@H]([C@H]([C@@H](C(=O)COP(=O)(O)O)O)O)O)O	6456	1	1	1.0	1.0	1.0	1.0	1.0
Random-edge	3	T_L	C([C@H]([C@H]([C@@H](C(=O)COP(=O)(O)O)O)O)O)O	6456	1	2196	0.0	0.0	0.0	0.000455373406193	0.0
Random-edge	3	Dstar	C([C@H]([C@H]([C@@H](C(=O)COP(=O)(O)O)O)O)O)O	6456	1	1	1.0	1.0	1.0	1.0	1.0
Random-edge	3	B	C([C@H]([C@H]([C@@H](C(=O)COP(=O)(O)O)O)O)O)O	6456	1	1	1.0	1.0	1.0	1.0	1.0
Random-edge	3	F	C([C@H]([C@H]([C@@H](C(=O)COP(=O)(O)O)O)O)O)O	6456	1	1	1.0	1.0	1.0	1.0	1.0
Random-edge	3	T_P	C([C@H]([C@H]([C@@H]([C@H](C(=O)O)O)O)O)O)OP(=O)(O)[O-]	6456	1	26	0.0	0.0	1.0	0.0384615384615384	1.0
Random-edge	3	T_L	C([C@H]([C@H]([C@@H]([C@H](C(=O)O)O)O)O)O)OP(=O)(O)[O-]	6456	1	1	1.0	1.0	1.0	1.0	1.0
Random-edge	3	Dstar	C([C@H]([C@H]([C@@H]([C@H](C(=O)O)O)O)O)O)OP(=O)(O)[O-]	6456	1	13	0.0	0.0	1.0	0.0769230769230769	1.0
Random-edge	3	B	C([C@H]([C@H]([C@@H]([C@H](C(=O)O)O)O)O)O)OP(=O)(O)[O-]	6456	1	43	0.0	0.0	1.0	0.0232558139534883	1.0
Random-edge	3	F	C([C@H]([C@H]([C@@H]([C@H](C(=O)O)O)O)O)O)OP(=O)(O)[O-]	6456	1	16	0.0	0.0	1.0	0.0625	1.0
Random-edge	3	T_P	C([C@H]([C@H]([C@@H]([C@H](CO)O)O)O)O)O	6455	1	5512	0.0	0.0	0.0	0.0001814223512336	0.0
Random-edge	3	T_L	C([C@H]([C@H]([C@@H]([C@H](CO)O)O)O)O)O	6455	1	5565	0.0	0.0	0.0	0.0001796945193171	0.0
Random-edge	3	Dstar	C([C@H]([C@H]([C@@H]([C@H](CO)O)O)O)O)O	6455	1	3835	0.0	0.0	0.0	0.0002607561929595	0.0
Random-edge	3	B	C([C@H]([C@H]([C@@H]([C@H](CO)O)O)O)O)O	6455	1	5360	0.0	0.0	0.0	0.0001865671641791	0.0
Random-edge	3	F	C([C@H]([C@H]([C@@H]([C@H](CO)O)O)O)O)O	6455	1	5360	0.0	0.0	0.0	0.0001865671641791	0.0
Random-edge	3	T_P	C1=CC(=C(C(=C1)Cl)O)O	6457	1	176	0.0	0.0	0.0	0.0056818181818181	0.0
Random-edge	3	T_L	C1=CC(=C(C(=C1)Cl)O)O	6457	1	149	0.0	0.0	0.0	0.0067114093959731	0.0
Random-edge	3	Dstar	C1=CC(=C(C(=C1)Cl)O)O	6457	1	2425	0.0	0.0	0.0	0.0004123711340206	0.0
Random-edge	3	B	C1=CC(=C(C(=C1)Cl)O)O	6457	1	1682	0.0	0.0	0.0	0.0005945303210463	0.0
Random-edge	3	F	C1=CC(=C(C(=C1)Cl)O)O	6457	1	1682	0.0	0.0	0.0	0.0005945303210463	0.0
Random-edge	3	T_P	C1=CC(=C(C=C1/C=C/C2=CC(=CC(=C2)O)O)O)O	6457	1	2894	0.0	0.0	0.0	0.0003455425017277	0.0
Random-edge	3	T_L	C1=CC(=C(C=C1/C=C/C2=CC(=CC(=C2)O)O)O)O	6457	1	1	1.0	1.0	1.0	1.0	1.0
Random-edge	3	Dstar	C1=CC(=C(C=C1/C=C/C2=CC(=CC(=C2)O)O)O)O	6457	1	1	1.0	1.0	1.0	1.0	1.0
Random-edge	3	B	C1=CC(=C(C=C1/C=C/C2=CC(=CC(=C2)O)O)O)O	6457	1	1	1.0	1.0	1.0	1.0	1.0
Random-edge	3	F	C1=CC(=C(C=C1/C=C/C2=CC(=CC(=C2)O)O)O)O	6457	1	1	1.0	1.0	1.0	1.0	1.0
Random-edge	3	T_P	C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O	6454	1	3	0.0	1.0	1.0	0.3333333333333333	1.0
Random-edge	3	T_L	C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O	6454	1	5	0.0	1.0	1.0	0.2	1.0
Random-edge	3	Dstar	C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O	6454	1	20	0.0	0.0	1.0	0.05	1.0
Random-edge	3	B	C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O	6454	1	3	0.0	1.0	1.0	0.3333333333333333	1.0
Random-edge	3	F	C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O	6454	1	1	1.0	1.0	1.0	1.0	1.0
Random-edge	3	T_P	C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)O	6453	2	3	0.0	1.0	1.0	0.3333333333333333	1.0
Random-edge	3	T_L	C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)O	6453	2	11	0.0	0.0	1.0	0.0909090909090909	0.5
Random-edge	3	Dstar	C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)O	6453	2	1	1.0	1.0	1.0	1.0	1.0
Random-edge	3	B	C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)O	6453	2	2	0.0	1.0	1.0	0.5	1.0
Random-edge	3	F	C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)O	6453	2	8	0.0	1.0	1.0	0.125	1.0
Random-edge	3	T_P	C1=CC(=C(C=C1Cl)Cl)OCC(=O)O	6457	1	5320	0.0	0.0	0.0	0.000187969924812	0.0
Random-edge	3	T_L	C1=CC(=C(C=C1Cl)Cl)OCC(=O)O	6457	1	7	0.0	1.0	1.0	0.1428571428571428	1.0
Random-edge	3	Dstar	C1=CC(=C(C=C1Cl)Cl)OCC(=O)O	6457	1	18	0.0	0.0	1.0	0.0555555555555555	1.0
Random-edge	3	B	C1=CC(=C(C=C1Cl)Cl)OCC(=O)O	6457	1	74	0.0	0.0	0.0	0.0135135135135135	0.0
Random-edge	3	F	C1=CC(=C(C=C1Cl)Cl)OCC(=O)O	6457	1	51	0.0	0.0	0.0	0.0196078431372549	1.0
Random-edge	3	T_P	C1=CC(=C(C=C1O)O)O	6457	1	3703	0.0	0.0	0.0	0.0002700513097488	0.0
Random-edge	3	T_L	C1=CC(=C(C=C1O)O)O	6457	1	3872	0.0	0.0	0.0	0.0002582644628099	0.0
Random-edge	3	Dstar	C1=CC(=C(C=C1O)O)O	6457	1	447	0.0	0.0	0.0	0.0022371364653243	0.0
Random-edge	3	B	C1=CC(=C(C=C1O)O)O	6457	1	387	0.0	0.0	0.0	0.0025839793281653	0.0
Random-edge	3	F	C1=CC(=C(C=C1O)O)O	6457	1	389	0.0	0.0	0.0	0.0025706940874035	0.0
Random-edge	3	T_P	C1=CC(=CC(=C1)Br)C(=O)[O-]	6456	1	1	1.0	1.0	1.0	1.0	1.0
Random-edge	3	T_L	C1=CC(=CC(=C1)Br)C(=O)[O-]	6456	1	3	0.0	1.0	1.0	0.3333333333333333	1.0
Random-edge	3	Dstar	C1=CC(=CC(=C1)Br)C(=O)[O-]	6456	1	1	1.0	1.0	1.0	1.0	1.0
Random-edge	3	B	C1=CC(=CC(=C1)Br)C(=O)[O-]	6456	1	1	1.0	1.0	1.0	1.0	1.0
Random-edge	3	F	C1=CC(=CC(=C1)Br)C(=O)[O-]	6456	1	1	1.0	1.0	1.0	1.0	1.0
Random-edge	3	T_P	C1=CC(=CC(=C1)Cl)C(=O)O	6456	4	1	1.0	1.0	1.0	1.0	0.25
Random-edge	3	T_L	C1=CC(=CC(=C1)Cl)C(=O)O	6456	4	5	0.0	1.0	1.0	0.2	0.5
Random-edge	3	Dstar	C1=CC(=CC(=C1)Cl)C(=O)O	6456	4	1	1.0	1.0	1.0	1.0	0.5
Random-edge	3	B	C1=CC(=CC(=C1)Cl)C(=O)O	6456	4	1	1.0	1.0	1.0	1.0	0.5
Random-edge	3	F	C1=CC(=CC(=C1)Cl)C(=O)O	6456	4	1	1.0	1.0	1.0	1.0	0.5
Random-edge	3	T_P	C1=CC(=CC(=C1)NC(=O)NC2=CC=CC(=C2)C(=N)N)C(=N)N	6457	1	2056	0.0	0.0	0.0	0.0004863813229571	0.0
Random-edge	3	T_L	C1=CC(=CC(=C1)NC(=O)NC2=CC=CC(=C2)C(=N)N)C(=N)N	6457	1	4	0.0	1.0	1.0	0.25	1.0
Random-edge	3	Dstar	C1=CC(=CC(=C1)NC(=O)NC2=CC=CC(=C2)C(=N)N)C(=N)N	6457	1	4	0.0	1.0	1.0	0.25	1.0
Random-edge	3	B	C1=CC(=CC(=C1)NC(=O)NC2=CC=CC(=C2)C(=N)N)C(=N)N	6457	1	49	0.0	0.0	1.0	0.0204081632653061	1.0
Random-edge	3	F	C1=CC(=CC(=C1)NC(=O)NC2=CC=CC(=C2)C(=N)N)C(=N)N	6457	1	19	0.0	0.0	1.0	0.0526315789473684	1.0
Random-edge	3	T_P	C1=CC(=CC(=C1)O)O	6457	1	3703	0.0	0.0	0.0	0.0002700513097488	0.0
Random-edge	3	T_L	C1=CC(=CC(=C1)O)O	6457	1	3872	0.0	0.0	0.0	0.0002582644628099	0.0
Random-edge	3	Dstar	C1=CC(=CC(=C1)O)O	6457	1	937	0.0	0.0	0.0	0.0010672358591248	0.0
Random-edge	3	B	C1=CC(=CC(=C1)O)O	6457	1	847	0.0	0.0	0.0	0.0011806375442739	0.0
Random-edge	3	F	C1=CC(=CC(=C1)O)O	6457	1	847	0.0	0.0	0.0	0.0011806375442739	0.0
Random-edge	3	T_P	C1=CC(=CC2=NC3=C(C=CC(=C3)N)C=C21)N	6455	1	81	0.0	0.0	0.0	0.0123456790123456	0.0
Random-edge	3	T_L	C1=CC(=CC2=NC3=C(C=CC(=C3)N)C=C21)N	6455	1	7	0.0	1.0	1.0	0.1428571428571428	1.0
Random-edge	3	Dstar	C1=CC(=CC2=NC3=C(C=CC(=C3)N)C=C21)N	6455	1	8	0.0	1.0	1.0	0.125	1.0
Random-edge	3	B	C1=CC(=CC2=NC3=C(C=CC(=C3)N)C=C21)N	6455	1	60	0.0	0.0	0.0	0.0166666666666666	1.0
Random-edge	3	F	C1=CC(=CC2=NC3=C(C=CC(=C3)N)C=C21)N	6455	1	38	0.0	0.0	1.0	0.0263157894736842	1.0
Random-edge	3	T_P	C1=CC(=CC=C1/C=C/C(=O)O)O	6457	1	1944	0.0	0.0	0.0	0.000514403292181	0.0
Random-edge	3	T_L	C1=CC(=CC=C1/C=C/C(=O)O)O	6457	1	1	1.0	1.0	1.0	1.0	1.0
Random-edge	3	Dstar	C1=CC(=CC=C1/C=C/C(=O)O)O	6457	1	24	0.0	0.0	1.0	0.0416666666666666	1.0
Random-edge	3	B	C1=CC(=CC=C1/C=C/C(=O)O)O	6457	1	1	1.0	1.0	1.0	1.0	1.0
Random-edge	3	F	C1=CC(=CC=C1/C=C/C(=O)O)O	6457	1	2	0.0	1.0	1.0	0.5	1.0
Random-edge	3	T_P	C1=CC(=CC=C1C(=N)N)OCCCOC2=CC=C(C=C2)C(=N)N	6457	1	2056	0.0	0.0	0.0	0.0004863813229571	0.0
Random-edge	3	T_L	C1=CC(=CC=C1C(=N)N)OCCCOC2=CC=C(C=C2)C(=N)N	6457	1	1	1.0	1.0	1.0	1.0	1.0
Random-edge	3	Dstar	C1=CC(=CC=C1C(=N)N)OCCCOC2=CC=C(C=C2)C(=N)N	6457	1	2	0.0	1.0	1.0	0.5	1.0
Random-edge	3	B	C1=CC(=CC=C1C(=N)N)OCCCOC2=CC=C(C=C2)C(=N)N	6457	1	1	1.0	1.0	1.0	1.0	1.0
Random-edge	3	F	C1=CC(=CC=C1C(=N)N)OCCCOC2=CC=C(C=C2)C(=N)N	6457	1	1	1.0	1.0	1.0	1.0	1.0
Random-edge	3	T_P	C1=CC(=CC=C1C2=C(C(=O)C3=C(O2)C=C(C=C3)O)O)O	6456	1	1	1.0	1.0	1.0	1.0	1.0
Random-edge	3	T_L	C1=CC(=CC=C1C2=C(C(=O)C3=C(O2)C=C(C=C3)O)O)O	6456	1	6	0.0	1.0	1.0	0.1666666666666666	1.0
Random-edge	3	Dstar	C1=CC(=CC=C1C2=C(C(=O)C3=C(O2)C=C(C=C3)O)O)O	6456	1	3	0.0	1.0	1.0	0.3333333333333333	1.0
Random-edge	3	B	C1=CC(=CC=C1C2=C(C(=O)C3=C(O2)C=C(C=C3)O)O)O	6456	1	2	0.0	1.0	1.0	0.5	1.0
Random-edge	3	F	C1=CC(=CC=C1C2=C(C(=O)C3=C(O2)C=C(C=C3)O)O)O	6456	1	1	1.0	1.0	1.0	1.0	1.0
Random-edge	3	T_P	C1=CC(=CC=C1C2=CC3=C(N2)C=C(C=C3)C(=N)N)C(=N)N	6456	1	788	0.0	0.0	0.0	0.0012690355329949	0.0
Random-edge	3	T_L	C1=CC(=CC=C1C2=CC3=C(N2)C=C(C=C3)C(=N)N)C(=N)N	6456	1	1106	0.0	0.0	0.0	0.0009041591320072	0.0
Random-edge	3	Dstar	C1=CC(=CC=C1C2=CC3=C(N2)C=C(C=C3)C(=N)N)C(=N)N	6456	1	616	0.0	0.0	0.0	0.0016233766233766	0.0
Random-edge	3	B	C1=CC(=CC=C1C2=CC3=C(N2)C=C(C=C3)C(=N)N)C(=N)N	6456	1	942	0.0	0.0	0.0	0.0010615711252653	0.0
Random-edge	3	F	C1=CC(=CC=C1C2=CC3=C(N2)C=C(C=C3)C(=N)N)C(=N)N	6456	1	942	0.0	0.0	0.0	0.0010615711252653	0.0
Random-edge	3	T_P	C1=CC(=CC=C1N/C(=N/C(=NCCCCCCN=C(/N=C(/NC2=CC=C(C=C2)Cl)\N)N)N)/N)Cl	6457	1	2056	0.0	0.0	0.0	0.0004863813229571	0.0
Random-edge	3	T_L	C1=CC(=CC=C1N/C(=N/C(=NCCCCCCN=C(/N=C(/NC2=CC=C(C=C2)Cl)\N)N)N)/N)Cl	6457	1	21	0.0	0.0	1.0	0.0476190476190476	1.0
Random-edge	3	Dstar	C1=CC(=CC=C1N/C(=N/C(=NCCCCCCN=C(/N=C(/NC2=CC=C(C=C2)Cl)\N)N)N)/N)Cl	6457	1	73	0.0	0.0	0.0	0.0136986301369863	0.0
Random-edge	3	B	C1=CC(=CC=C1N/C(=N/C(=NCCCCCCN=C(/N=C(/NC2=CC=C(C=C2)Cl)\N)N)N)/N)Cl	6457	1	230	0.0	0.0	0.0	0.0043478260869565	0.0
Random-edge	3	F	C1=CC(=CC=C1N/C(=N/C(=NCCCCCCN=C(/N=C(/NC2=CC=C(C=C2)Cl)\N)N)N)/N)Cl	6457	1	222	0.0	0.0	0.0	0.0045045045045045	0.0
Random-edge	3	T_P	C1=CC(=CN=C1)C(=O)O	6455	1	8	0.0	1.0	1.0	0.125	1.0
Random-edge	3	T_L	C1=CC(=CN=C1)C(=O)O	6455	1	4754	0.0	0.0	0.0	0.0002103491796381	0.0
Random-edge	3	Dstar	C1=CC(=CN=C1)C(=O)O	6455	1	3875	0.0	0.0	0.0	0.000258064516129	0.0
Random-edge	3	B	C1=CC(=CN=C1)C(=O)O	6455	1	8	0.0	1.0	1.0	0.125	1.0
Random-edge	3	F	C1=CC(=CN=C1)C(=O)O	6455	1	12	0.0	0.0	1.0	0.0833333333333333	1.0
Random-edge	3	T_P	C1=CC(=NC=C1O)C(=O)O	6457	1	4821	0.0	0.0	0.0	0.0002074258452603	0.0
Random-edge	3	T_L	C1=CC(=NC=C1O)C(=O)O	6457	1	4922	0.0	0.0	0.0	0.0002031694433157	0.0
Random-edge	3	Dstar	C1=CC(=NC=C1O)C(=O)O	6457	1	92	0.0	0.0	0.0	0.0108695652173913	0.0
Random-edge	3	B	C1=CC(=NC=C1O)C(=O)O	6457	1	28	0.0	0.0	1.0	0.0357142857142857	1.0
Random-edge	3	F	C1=CC(=NC=C1O)C(=O)O	6457	1	30	0.0	0.0	1.0	0.0333333333333333	1.0
Random-edge	3	T_P	C1=CC2=C(C=C1O)C(=CN2)CC(=O)O	6457	1	5320	0.0	0.0	0.0	0.000187969924812	0.0
Random-edge	3	T_L	C1=CC2=C(C=C1O)C(=CN2)CC(=O)O	6457	1	2	0.0	1.0	1.0	0.5	1.0
Random-edge	3	Dstar	C1=CC2=C(C=C1O)C(=CN2)CC(=O)O	6457	1	1	1.0	1.0	1.0	1.0	1.0
Random-edge	3	B	C1=CC2=C(C=C1O)C(=CN2)CC(=O)O	6457	1	2	0.0	1.0	1.0	0.5	1.0
Random-edge	3	F	C1=CC2=C(C=C1O)C(=CN2)CC(=O)O	6457	1	1	1.0	1.0	1.0	1.0	1.0
Random-edge	3	T_P	C1=CC=C(C(=C1)C(=O)O)[O-]	6452	1	37	0.0	0.0	1.0	0.027027027027027	1.0
Random-edge	3	T_L	C1=CC=C(C(=C1)C(=O)O)[O-]	6452	1	87	0.0	0.0	0.0	0.0114942528735632	0.0
Random-edge	3	Dstar	C1=CC=C(C(=C1)C(=O)O)[O-]	6452	1	276	0.0	0.0	0.0	0.0036231884057971	0.0
Random-edge	3	B	C1=CC=C(C(=C1)C(=O)O)[O-]	6452	1	62	0.0	0.0	0.0	0.0161290322580645	1.0
Random-edge	3	F	C1=CC=C(C(=C1)C(=O)O)[O-]	6452	1	59	0.0	0.0	0.0	0.0169491525423728	1.0
Random-edge	3	T_P	C1=CC=C(C(=C1)O)O	6456	1	5319	0.0	0.0	0.0	0.0001880052641473	0.0
Random-edge	3	T_L	C1=CC=C(C(=C1)O)O	6456	1	6	0.0	1.0	1.0	0.1666666666666666	1.0
Random-edge	3	Dstar	C1=CC=C(C(=C1)O)O	6456	1	5	0.0	1.0	1.0	0.2	1.0
Random-edge	3	B	C1=CC=C(C(=C1)O)O	6456	1	22	0.0	0.0	1.0	0.0454545454545454	1.0
Random-edge	3	F	C1=CC=C(C(=C1)O)O	6456	1	13	0.0	0.0	1.0	0.0769230769230769	1.0
Random-edge	3	T_P	C1=CC=C(C=C1)C(=O)[O-]	6453	1	5100	0.0	0.0	0.0	0.0001960784313725	0.0
Random-edge	3	T_L	C1=CC=C(C=C1)C(=O)[O-]	6453	1	5175	0.0	0.0	0.0	0.0001932367149758	0.0
Random-edge	3	Dstar	C1=CC=C(C=C1)C(=O)[O-]	6453	1	316	0.0	0.0	0.0	0.0031645569620253	0.0
Random-edge	3	B	C1=CC=C(C=C1)C(=O)[O-]	6453	1	4974	0.0	0.0	0.0	0.0002010454362685	0.0
Random-edge	3	F	C1=CC=C(C=C1)C(=O)[O-]	6453	1	4974	0.0	0.0	0.0	0.0002010454362685	0.0
Random-edge	3	T_P	C1=CC=C(C=C1)C(O)Cl	6457	1	6360	0.0	0.0	0.0	0.0001572327044025	0.0
Random-edge	3	T_L	C1=CC=C(C=C1)C(O)Cl	6457	1	5	0.0	1.0	1.0	0.2	1.0
Random-edge	3	Dstar	C1=CC=C(C=C1)C(O)Cl	6457	1	3	0.0	1.0	1.0	0.3333333333333333	1.0
Random-edge	3	B	C1=CC=C(C=C1)C(O)Cl	6457	1	20	0.0	0.0	1.0	0.05	1.0
Random-edge	3	F	C1=CC=C(C=C1)C(O)Cl	6457	1	4	0.0	1.0	1.0	0.25	1.0
Random-edge	3	T_P	C1=CC=C2C(=C1)C(=CN2)CCO	6457	1	3210	0.0	0.0	0.0	0.0003115264797507	0.0
Random-edge	3	T_L	C1=CC=C2C(=C1)C(=CN2)CCO	6457	1	2	0.0	1.0	1.0	0.5	1.0
Random-edge	3	Dstar	C1=CC=C2C(=C1)C(=CN2)CCO	6457	1	71	0.0	0.0	0.0	0.0140845070422535	0.0
Random-edge	3	B	C1=CC=C2C(=C1)C(=CN2)CCO	6457	1	2	0.0	1.0	1.0	0.5	1.0
Random-edge	3	F	C1=CC=C2C(=C1)C(=CN2)CCO	6457	1	7	0.0	1.0	1.0	0.1428571428571428	1.0
Random-edge	3	T_P	C1=CC=C2C(=C1)C=CC=N2	6457	1	3962	0.0	0.0	0.0	0.0002523977788995	0.0
Random-edge	3	T_L	C1=CC=C2C(=C1)C=CC=N2	6457	1	4116	0.0	0.0	0.0	0.0002429543245869	0.0
Random-edge	3	Dstar	C1=CC=C2C(=C1)C=CC=N2	6457	1	149	0.0	0.0	0.0	0.0067114093959731	0.0
Random-edge	3	B	C1=CC=C2C(=C1)C=CC=N2	6457	1	109	0.0	0.0	0.0	0.0091743119266055	0.0
Random-edge	3	F	C1=CC=C2C(=C1)C=CC=N2	6457	1	111	0.0	0.0	0.0	0.009009009009009	0.0
Random-edge	3	T_P	C1=NC2=C(N1)C(=O)NC(=O)N2	6456	1	889	0.0	0.0	0.0	0.0011248593925759	0.0
Random-edge	3	T_L	C1=NC2=C(N1)C(=O)NC(=O)N2	6456	1	3	0.0	1.0	1.0	0.3333333333333333	1.0
Random-edge	3	Dstar	C1=NC2=C(N1)C(=O)NC(=O)N2	6456	1	138	0.0	0.0	0.0	0.0072463768115942	0.0
Random-edge	3	B	C1=NC2=C(N1)C(=O)NC(=O)N2	6456	1	33	0.0	0.0	1.0	0.0303030303030303	1.0
Random-edge	3	F	C1=NC2=C(N1)C(=O)NC(=O)N2	6456	1	32	0.0	0.0	1.0	0.03125	1.0
Random-edge	3	T_P	C1=NC2=C(N1)C(=O)NC=N2	6457	1	3463	0.0	0.0	0.0	0.0002887669650591	0.0
Random-edge	3	T_L	C1=NC2=C(N1)C(=O)NC=N2	6457	1	1	1.0	1.0	1.0	1.0	1.0
Random-edge	3	Dstar	C1=NC2=C(N1)C(=O)NC=N2	6457	1	1	1.0	1.0	1.0	1.0	1.0
Random-edge	3	B	C1=NC2=C(N1)C(=O)NC=N2	6457	1	1	1.0	1.0	1.0	1.0	1.0
Random-edge	3	F	C1=NC2=C(N1)C(=O)NC=N2	6457	1	1	1.0	1.0	1.0	1.0	1.0
Random-edge	3	T_P	C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)OP(=O)(O)OP(=O)(O)O)O)N=C(NC2=O)N	6457	1	4940	0.0	0.0	0.0	0.0002024291497975	0.0
Random-edge	3	T_L	C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)OP(=O)(O)OP(=O)(O)O)O)N=C(NC2=O)N	6457	1	1	1.0	1.0	1.0	1.0	1.0
Random-edge	3	Dstar	C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)OP(=O)(O)OP(=O)(O)O)O)N=C(NC2=O)N	6457	1	2	0.0	1.0	1.0	0.5	1.0
Random-edge	3	B	C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)OP(=O)(O)OP(=O)(O)O)O)N=C(NC2=O)N	6457	1	1	1.0	1.0	1.0	1.0	1.0
