split	fold	query_id	candidate_hash	TP_rank	TL_rank	Dstar_rank	B_rank	F_rank	outer_fold	query_ligand_id	held_out_protein_id	availability_stratum
Random-edge	1	C1=CC(=CC(=C1)I)C(=O)[O-]	7778980e5ac87e0bb8e6c8cfea5ef5af	3065.0	1.0	6.0	1.0	3.0	1	C1=CC(=CC(=C1)I)C(=O)[O-]	7778980e5ac87e0bb8e6c8cfea5ef5af	ligand_only
Random-edge	1	C1=CC(=CC2=NC3=C(C=CC(=C3)N)C=C21)N	27e8f13d77a01af2c9129bf6c6703e9a	33.0	4.0	155.0	43.0	43.0	1	C1=CC(=CC2=NC3=C(C=CC(=C3)N)C=C21)N	27e8f13d77a01af2c9129bf6c6703e9a	both
Random-edge	1	C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)O)O)O	706ea653ec20b9b1cdd43aac78d1c31c	2894.0	1.0	1.0	1.0	1.0	1	C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)O)O)O	706ea653ec20b9b1cdd43aac78d1c31c	ligand_only
Random-edge	1	C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O	1eefa48ccd3af3b811d7897b3b377942	7.0	15.0	22.0	7.0	7.0	1	C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O	1eefa48ccd3af3b811d7897b3b377942	both
Random-edge	1	C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O	6d5bc4e93aca428adc951d2a01b6c9c4	8.0	16.0	14.0	8.0	8.0	1	C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O	6d5bc4e93aca428adc951d2a01b6c9c4	both
Random-edge	1	C1=CC(=CC=C1CCO)O	7d2ae900d7f26d0eb7637a8a86d42a48	3210.0	15.0	4.0	16.0	7.0	1	C1=CC(=CC=C1CCO)O	7d2ae900d7f26d0eb7637a8a86d42a48	ligand_only
Random-edge	1	C1=CC(=CC=C1NN=C(C#N)C#N)OC(F)(F)F	fb6e88c6713a37167434ab00fcd8dc48	6347.0	1.0	6.0	1.0	1.0	1	C1=CC(=CC=C1NN=C(C#N)C#N)OC(F)(F)F	fb6e88c6713a37167434ab00fcd8dc48	ligand_only
Random-edge	1	C1=CC(=CC=C1O)Cl	d71a5f0ba47b0a0edf233917ad3c036d	5479.0	3.0	2.0	3.0	3.0	1	C1=CC(=CC=C1O)Cl	d71a5f0ba47b0a0edf233917ad3c036d	ligand_only
Random-edge	1	C1=CC(=CN=C1)C(=O)O	fae62ea385f53f8563fddd6b88bfc8e5	11.0	6342.0	5932.0	11.0	14.0	1	C1=CC(=CN=C1)C(=O)O	fae62ea385f53f8563fddd6b88bfc8e5	protein_only
Random-edge	1	C1=CC(=O)NC=C1O	c837f70c025d3538b4ea20efaa592b7d	5107.0	5183.0	6.0	12.0	16.0	1	C1=CC(=O)NC=C1O	c837f70c025d3538b4ea20efaa592b7d	neither
Random-edge	1	C1=CC=C(C(=C1)C(=O)O)N	68606451d2c61cc31249dbf6a09de070	2684.0	2918.0	677.0	485.0	487.0	1	C1=CC=C(C(=C1)C(=O)O)N	68606451d2c61cc31249dbf6a09de070	neither
Random-edge	1	C1=CC=C(C(=C1)C(=O)O)O	d193f6905753f1c78f731671041151ae	5320.0	8.0	1.0	23.0	5.0	1	C1=CC=C(C(=C1)C(=O)O)O	d193f6905753f1c78f731671041151ae	ligand_only
Random-edge	1	C1=CC=C(C(=C1)O)O	46855e252d1d27ea0be99dc990c5979b	1784.0	2072.0	84.0	1873.0	1873.0	1	C1=CC=C(C(=C1)O)O	46855e252d1d27ea0be99dc990c5979b	protein_only
Random-edge	1	C1=CC=C(C=C1)C(=O)[O-]	6d3a50a15a34f501c0c0a2a14a7bf341	2.0	3039.0	1.0	2.0	3.0	1	C1=CC=C(C=C1)C(=O)[O-]	6d3a50a15a34f501c0c0a2a14a7bf341	protein_only
Random-edge	1	C1=CC=C(C=C1)C(=O)[O-]	b146a40cae7d61009ca2a001971a3d27	4554.0	287.0	53.0	6335.0	6335.0	1	C1=CC=C(C=C1)C(=O)[O-]	b146a40cae7d61009ca2a001971a3d27	both
Random-edge	1	C1=CC=C(C=C1)CC(=O)O	d193f6905753f1c78f731671041151ae	5320.0	2.0	1.0	16.0	2.0	1	C1=CC=C(C=C1)CC(=O)O	d193f6905753f1c78f731671041151ae	ligand_only
Random-edge	1	C1=CC=C(C=C1)CCC(=O)[O-]	de66fefae2695402d2b9a57258e15605	5654.0	5704.0	1069.0	902.0	902.0	1	C1=CC=C(C=C1)CCC(=O)[O-]	de66fefae2695402d2b9a57258e15605	neither
Random-edge	1	C1=CC=C(C=C1)CO	fbd2e3540d73868a25cd309b410b2bd7	6360.0	1.0	3.0	1.0	1.0	1	C1=CC=C(C=C1)CO	fbd2e3540d73868a25cd309b410b2bd7	ligand_only
Random-edge	1	C1=CC=C(C=C1)O	cb3da3a785085a564f37f469702e6526	5173.0	11.0	1.0	11.0	6.0	1	C1=CC=C(C=C1)O	cb3da3a785085a564f37f469702e6526	ligand_only
Random-edge	1	C1=CC=C(C=C1)O	d71a5f0ba47b0a0edf233917ad3c036d	5479.0	8.0	2.0	8.0	3.0	1	C1=CC=C(C=C1)O	d71a5f0ba47b0a0edf233917ad3c036d	ligand_only
Random-edge	1	C1=CC=C(C=C1)[As+](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4	506feb33435607c1483aefbbb4983a16	2056.0	52.0	3.0	148.0	120.0	1	C1=CC=C(C=C1)[As+](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4	506feb33435607c1483aefbbb4983a16	ligand_only
Random-edge	1	C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OS(=O)(=O)O)O)O)N	fef30d4c9e0272bdb7e00d090bbb769b	6433.0	1.0	2.0	5.0	5.0	1	C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OS(=O)(=O)O)O)O)N	fef30d4c9e0272bdb7e00d090bbb769b	both
Random-edge	1	C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N=C(NC2=O)N	c1f65f3709f35c8b3405eb592fe006ea	4947.0	1.0	8.0	17.0	15.0	1	C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N=C(NC2=O)N	c1f65f3709f35c8b3405eb592fe006ea	both
Random-edge	1	C1CN(CCC1C2=NC(=NO2)C3=CC=CS3)C(=O)CC#N	e937c04535573a9dbeacf5ab972b0e8d	5901.0	5.0	5.0	218.0	188.0	1	C1CN(CCC1C2=NC(=NO2)C3=CC=CS3)C(=O)CC#N	e937c04535573a9dbeacf5ab972b0e8d	ligand_only
Random-edge	1	C1C[C@H](NC1)C(=O)O	702e8d7c8276c258a03073321c251e61	2.0	3104.0	1.0	1.0	2.0	1	C1C[C@H](NC1)C(=O)O	702e8d7c8276c258a03073321c251e61	protein_only
Random-edge	1	C1C[C@H](NC1)C(=O)O	9098f33bb7a1698ecd0f1b4487a6d4f6	3685.0	3855.0	1062.0	3653.0	3653.0	1	C1C[C@H](NC1)C(=O)O	9098f33bb7a1698ecd0f1b4487a6d4f6	protein_only
Random-edge	1	C1[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C(N=CN=C43)N)O)OP(=O)(OC[C@@H]5[C@H]([C@H]([C@@H](O5)N6C=NC7=C(N=CN=C76)N)O)OP(=O)(O1)O)O	c3fdfbe4fdc14cf6ada926bbb5b37079	5029.0	5078.0	4826.0	4910.0	4910.0	1	C1[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C(N=CN=C43)N)O)OP(=O)(OC[C@@H]5[C@H]([C@H]([C@@H](O5)N6C=NC7=C(N=CN=C76)N)O)OP(=O)(O1)O)O	c3fdfbe4fdc14cf6ada926bbb5b37079	protein_only
Random-edge	1	C1[C@H]([C@@H]([C@H](C(O1)O)O)O)O	498b98f640ba8c76d12e0155a79c0d44	1.0	2143.0	1853.0	1.0	4.0	1	C1[C@H]([C@@H]([C@H](C(O1)O)O)O)O	498b98f640ba8c76d12e0155a79c0d44	protein_only
Random-edge	1	C1[C@H]([C@@H]([C@H](C(O1)O)O)O)O	b0279e6a20e9982d955ee96deb30527a	16.0	4592.0	3666.0	21.0	23.0	1	C1[C@H]([C@@H]([C@H](C(O1)O)O)O)O	b0279e6a20e9982d955ee96deb30527a	protein_only
Random-edge	1	C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CN)O)O)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)N)O)N	bd2c0c3b229e8225d739a3a5570c8f77	4805.0	242.0	502.0	3783.0	3777.0	1	C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CN)O)O)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)N)O)N	bd2c0c3b229e8225d739a3a5570c8f77	ligand_only
Random-edge	1	C=CC(=O)[O-]	e38967547f0b7f76c104d21489da98fa	5764.0	5808.0	675.0	546.0	548.0	1	C=CC(=O)[O-]	e38967547f0b7f76c104d21489da98fa	neither
Random-edge	1	CC(=O)C(=O)O	46a9878e5f5f0a1f25c26a908baa14ab	1785.0	2.0	987.0	2.0	3.0	1	CC(=O)C(=O)O	46a9878e5f5f0a1f25c26a908baa14ab	ligand_only
Random-edge	1	CC(=O)NC(CO)C(=O)O	14303662561815729cd506cb95d39cd6	1.0	1.0	1.0	1.0	1.0	1	CC(=O)NC(CO)C(=O)O	14303662561815729cd506cb95d39cd6	both
Random-edge	1	CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)CC4=CC=CC=C4)O	3da2121b5847053679784f94001b1750	1.0	1888.0	11.0	1.0	1.0	1	CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)CC4=CC=CC=C4)O	3da2121b5847053679784f94001b1750	protein_only
Random-edge	1	CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)CC4=CC=CC=C4)O	42b56c8a82dbae0e894d35c8a371c3b9	1685.0	1986.0	864.0	1776.0	1776.0	1	CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)CC4=CC=CC=C4)O	42b56c8a82dbae0e894d35c8a371c3b9	protein_only
Random-edge	1	CC(C)C1=C(C=C(C=C1O)/C=C/C2=CC=CC=C2)O	0f7e9651ea0a8186e72af9439ecea12c	399.0	781.0	107.0	29.0	29.0	1	CC(C)C1=C(C=C(C=C1O)/C=C/C2=CC=CC=C2)O	0f7e9651ea0a8186e72af9439ecea12c	neither
Random-edge	1	CC(C)C1=CC=C(C=C1)C(=O)O	fc2545aa55f7b1c37bc93547229bd58e	6366.0	1.0	15.0	1.0	1.0	1	CC(C)C1=CC=C(C=C1)C(=O)O	fc2545aa55f7b1c37bc93547229bd58e	ligand_only
Random-edge	1	CC(C)C[C@H](C(=O)O)N	27b2ccde0d42cfb4b497c3cf099b146f	1025.0	1.0	1.0	1.0	1.0	1	CC(C)C[C@H](C(=O)O)N	27b2ccde0d42cfb4b497c3cf099b146f	ligand_only
Random-edge	1	CC(C)S[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O	228e7a41278dfe231a49f0de7c32ff11	887.0	15.0	168.0	16.0	17.0	1	CC(C)S[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O	228e7a41278dfe231a49f0de7c32ff11	ligand_only
Random-edge	1	CC(C)[C@@H](C(=O)O)N	7fb8755092b49f3938ef0f81c3f41ba5	12.0	106.0	8.0	23.0	9.0	1	CC(C)[C@@H](C(=O)O)N	7fb8755092b49f3938ef0f81c3f41ba5	both
Random-edge	1	CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4C(=O)CO)C=O)O	96dfd42f15b450646d33d7e3f78edcf9	3830.0	1.0	1.0	1.0	1.0	1	CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4C(=O)CO)C=O)O	96dfd42f15b450646d33d7e3f78edcf9	ligand_only
Random-edge	1	CC1=C(C(=CC(=C1)CCCC(C)C)O)C(C)C	0f7e9651ea0a8186e72af9439ecea12c	399.0	781.0	26.0	15.0	17.0	1	CC1=C(C(=CC(=C1)CCCC(C)C)O)C(C)C	0f7e9651ea0a8186e72af9439ecea12c	neither
Random-edge	1	CC1=C(C(=CC=C1)C(=O)[O-])C	e8b9a7cf73b430bac3688dfbe705d433	1.0	5.0	1.0	1.0	1.0	1	CC1=C(C(=CC=C1)C(=O)[O-])C	e8b9a7cf73b430bac3688dfbe705d433	both
Random-edge	1	CC1=C(C(=CC=C1)C)O	d71a5f0ba47b0a0edf233917ad3c036d	5479.0	2.0	1.0	2.0	2.0	1	CC1=C(C(=CC=C1)C)O	d71a5f0ba47b0a0edf233917ad3c036d	ligand_only
Random-edge	1	CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCO	cf1ac1423df53baa207595f5ca539e78	5258.0	1.0	5.0	1.0	1.0	1	CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCO	cf1ac1423df53baa207595f5ca539e78	ligand_only
Random-edge	1	CC1=CC(=C(C=C1)C)O	19fc1510d7eed99f825243ece76746a7	2.0	2.0	3.0	2.0	2.0	1	CC1=CC(=C(C=C1)C)O	19fc1510d7eed99f825243ece76746a7	both
Random-edge	1	CC1=CC(=C(C=C1)O)C	19fc1510d7eed99f825243ece76746a7	2.0	3.0	3.0	2.0	2.0	1	CC1=CC(=C(C=C1)O)C	19fc1510d7eed99f825243ece76746a7	both
Random-edge	1	CC1=CC(=CC=C1)CO	fbd2e3540d73868a25cd309b410b2bd7	1.0	7.0	3.0	1.0	1.0	1	CC1=CC(=CC=C1)CO	fbd2e3540d73868a25cd309b410b2bd7	both
Random-edge	1	CC1=CC(=CC=C1)O	cb3da3a785085a564f37f469702e6526	1.0	6.0	1.0	1.0	1.0	1	CC1=CC(=CC=C1)O	cb3da3a785085a564f37f469702e6526	both
Random-edge	1	CC1=CC=C(C=C1)C(=O)[O-]	d34c92c109c7d573654f25487ec0a7a3	5369.0	4.0	2.0	6.0	2.0	1	CC1=CC=C(C=C1)C(=O)[O-]	d34c92c109c7d573654f25487ec0a7a3	ligand_only
Random-edge	1	CC1=CC=CC=C1	3bedc06e27234fab30b562790f83d82e	1.0	1841.0	1.0	1.0	1.0	1	CC1=CC=CC=C1	3bedc06e27234fab30b562790f83d82e	protein_only
Random-edge	1	CC1=CC=CC=C1C(=O)[O-]	d34c92c109c7d573654f25487ec0a7a3	5369.0	4.0	12.0	11.0	2.0	1	CC1=CC=CC=C1C(=O)[O-]	d34c92c109c7d573654f25487ec0a7a3	ligand_only
Random-edge	1	CC1=CC=CC=C1O	19fc1510d7eed99f825243ece76746a7	2.0	1.0	2.0	2.0	2.0	1	CC1=CC=CC=C1O	19fc1510d7eed99f825243ece76746a7	both
Random-edge	1	CC1=CC=CC=C1O	d71a5f0ba47b0a0edf233917ad3c036d	1.0	3.0	1.0	1.0	1.0	1	CC1=CC=CC=C1O	d71a5f0ba47b0a0edf233917ad3c036d	both
Random-edge	1	CCC#CC(C)C1(C(=O)NC(=O)N(C1=O)C)CC=C	3ad8d1ac9fa33321ec719e1144338f5c	1491.0	1.0	5.0	1.0	1.0	1	CCC#CC(C)C1(C(=O)NC(=O)N(C1=O)C)CC=C	3ad8d1ac9fa33321ec719e1144338f5c	ligand_only
Random-edge	1	CCC(C(=O)C)(C(=O)O)O	06ca4eea8ba87c5d3718a5b9e34adfe7	173.0	1.0	3.0	2.0	1.0	1	CCC(C(=O)C)(C(=O)O)O	06ca4eea8ba87c5d3718a5b9e34adfe7	ligand_only
Random-edge	1	CCC(C)C1C(=O)OC2N1C3=C(C4=C2C=C(C=C4O)C)C(=O)C5=C(C3=O)C(=CC=C5)OC6CC(C(C(O6)C)O)O	00aa3b70d1ba14e5539a7f104dddf959	1.0	74.0	8.0	1.0	1.0	1	CCC(C)C1C(=O)OC2N1C3=C(C4=C2C=C(C=C4O)C)C(=O)C5=C(C3=O)C(=CC=C5)OC6CC(C(C(O6)C)O)O	00aa3b70d1ba14e5539a7f104dddf959	both
Random-edge	1	CCC1=CC(=CC=C1)O	676eab037c878bfed933ed17ce320e00	2810.0	24.0	18.0	289.0	289.0	1	CCC1=CC(=CC=C1)O	676eab037c878bfed933ed17ce320e00	both
Random-edge	1	CCC1=CC=CC=C1O	d71a5f0ba47b0a0edf233917ad3c036d	5479.0	4.0	1.0	5.0	3.0	1	CCC1=CC=CC=C1O	d71a5f0ba47b0a0edf233917ad3c036d	ligand_only
Random-edge	1	CCCC(=O)CC(=O)NC1CCOC1=O	3949f4c0d0e39ba4803f50639fea56ba	1.0	1764.0	12.0	1.0	2.0	1	CCCC(=O)CC(=O)NC1CCOC1=O	3949f4c0d0e39ba4803f50639fea56ba	protein_only
Random-edge	1	CCCC(CC(=O)NC1CCOC1=O)O	9cdb9b555d9118fe7ff1bb7b25ef46e8	3986.0	4135.0	11.0	12.0	12.0	1	CCCC(CC(=O)NC1CCOC1=O)O	9cdb9b555d9118fe7ff1bb7b25ef46e8	neither
Random-edge	1	CCCCCC/C=C\CCCCCCCC(=O)O	d89f157e6e8c06b77e414468ebe1fdf6	5510.0	5568.0	748.0	589.0	589.0	1	CCCCCC/C=C\CCCCCCCC(=O)O	d89f157e6e8c06b77e414468ebe1fdf6	neither
Random-edge	1	CCCCCC/C=C\CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O	4b1c49336f542caa28c1c038b9989699	1900.0	4.0	1004.0	4.0	12.0	1	CCCCCC/C=C\CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O	4b1c49336f542caa28c1c038b9989699	ligand_only
Random-edge	1	CCCCCCCC/C=C\CCCCCCCC(=O)O	d89f157e6e8c06b77e414468ebe1fdf6	5524.0	5567.0	1134.0	5385.0	5386.0	1	CCCCCCCC/C=C\CCCCCCCC(=O)O	d89f157e6e8c06b77e414468ebe1fdf6	protein_only
Random-edge	1	CCCCCCCC/C=C\CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O	0eb295c878e6bffb4fb1cd21912e321a	447.0	752.0	62.0	615.0	608.0	1	CCCCCCCC/C=C\CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O	0eb295c878e6bffb4fb1cd21912e321a	protein_only
Random-edge	1	CCCCCCCC/C=C\CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O	4b1c49336f542caa28c1c038b9989699	1956.0	2.0	505.0	72.0	64.0	1	CCCCCCCC/C=C\CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O	4b1c49336f542caa28c1c038b9989699	both
Random-edge	1	CCCCCCCCCCCC(=O)O	926d1f4405dc0193cea5c601961b432d	3728.0	3.0	2.0	3.0	1.0	1	CCCCCCCCCCCC(=O)O	926d1f4405dc0193cea5c601961b432d	ligand_only
Random-edge	1	CCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O	d4c9e0637e95d569fcb6bfd8d4ba9d3c	5423.0	5486.0	2599.0	2450.0	2451.0	1	CCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O	d4c9e0637e95d569fcb6bfd8d4ba9d3c	neither
Random-edge	1	CCCCCCCCCCCCCCC(=O)N[C@H]1CCOC1=O	b8f67a1cefbd62e670965230089a1624	4706.0	1.0	1.0	1.0	1.0	1	CCCCCCCCCCCCCCC(=O)N[C@H]1CCOC1=O	b8f67a1cefbd62e670965230089a1624	ligand_only
Random-edge	1	CCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O	0eb295c878e6bffb4fb1cd21912e321a	539.0	750.0	91.0	697.0	693.0	1	CCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O	0eb295c878e6bffb4fb1cd21912e321a	protein_only
Random-edge	1	CCCCCCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O	6b8725b175b4b4e68a377000f7c5a649	2773.0	3.0	14.0	3.0	2.0	1	CCCCCCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O	6b8725b175b4b4e68a377000f7c5a649	ligand_only
Random-edge	1	CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1	7dea004b49679ea5fbe2e64036264388	3227.0	3423.0	45.0	16.0	16.0	1	CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1	7dea004b49679ea5fbe2e64036264388	neither
Random-edge	1	CCCCCS(=O)(=O)[O-]	a5b252bfc3d0b31dc236b5878691cc8c	4207.0	9.0	4.0	9.0	4.0	1	CCCCCS(=O)(=O)[O-]	a5b252bfc3d0b31dc236b5878691cc8c	ligand_only
Random-edge	1	CCNC1=C(C)C=C2C(OC3=CC(=NCC)C(C)=CC3=C2C2=CC=CC=C2C(=O)OCC)=C1	f22c0d98570603151db155bf02418a01	6124.0	6140.0	69.0	28.0	28.0	1	CCNC1=C(C)C=C2C(OC3=CC(=NCC)C(C)=CC3=C2C2=CC=CC=C2C(=O)OCC)=C1	f22c0d98570603151db155bf02418a01	neither
Random-edge	1	CC[C@H](C)[C@H]([NH3+])C([O-])=O	27b2ccde0d42cfb4b497c3cf099b146f	1025.0	31.0	13.0	163.0	142.0	1	CC[C@H](C)[C@H]([NH3+])C([O-])=O	27b2ccde0d42cfb4b497c3cf099b146f	ligand_only
Random-edge	1	CC[N+]1=C2C=C(C=CC2=C3C=CC(=CC3=C1C4=CC=CC=C4)N)N	7dea004b49679ea5fbe2e64036264388	21.0	3417.0	35.0	20.0	22.0	1	CC[N+]1=C2C=C(C=CC2=C3C=CC(=CC3=C1C4=CC=CC=C4)N)N	7dea004b49679ea5fbe2e64036264388	protein_only
Random-edge	1	CC[N+]1=C2C=C(C=CC2=C3C=CC(=CC3=C1C4=CC=CC=C4)N)N.[Br-]	27e8f13d77a01af2c9129bf6c6703e9a	36.0	2.0	179.0	16.0	1.0	1	CC[N+]1=C2C=C(C=CC2=C3C=CC(=CC3=C1C4=CC=CC=C4)N)N.[Br-]	27e8f13d77a01af2c9129bf6c6703e9a	both
Random-edge	1	CN(C)C(=O)/N=N/C(=O)N(C)C	fba40db4bf1e9e73b0680ad472baccd2	6351.0	6356.0	184.0	73.0	73.0	1	CN(C)C(=O)/N=N/C(=O)N(C)C	fba40db4bf1e9e73b0680ad472baccd2	neither
Random-edge	1	CN(C)C1=CC2=C(C=C1)N=C3C=CC(=[N+](C)C)C=C3S2.[Cl-]	8f4196da191608b11dd0dd3b2f4e22ea	3651.0	4.0	4.0	4.0	3.0	1	CN(C)C1=CC2=C(C=C1)N=C3C=CC(=[N+](C)C)C=C3S2.[Cl-]	8f4196da191608b11dd0dd3b2f4e22ea	ligand_only
Random-edge	1	CN(C)C1=CC2=C(C=C1)N=C3C=CC(=[N+](C)C)C=C3S2.[Cl-]	e86e5da6075a4bbfc5e5edec5737181f	5880.0	2.0	2.0	2.0	2.0	1	CN(C)C1=CC2=C(C=C1)N=C3C=CC(=[N+](C)C)C=C3S2.[Cl-]	e86e5da6075a4bbfc5e5edec5737181f	ligand_only
Random-edge	1	COC(=O)C1=CC=C(C=C1)O	05974c9d02bd051c5aaf05641e13261a	150.0	1.0	36.0	1.0	3.0	1	COC(=O)C1=CC=C(C=C1)O	05974c9d02bd051c5aaf05641e13261a	ligand_only
Random-edge	1	COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC5=C(C=C4CC3)OCO5)OC	33173afe48219fc9da31d27e924406ce	1345.0	22.0	368.0	73.0	78.0	1	COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC5=C(C=C4CC3)OCO5)OC	33173afe48219fc9da31d27e924406ce	both
Random-edge	1	COC1=C(C=CC(=C1)C(=O)O)[O-]	20f7afe8014b794a285cfe0fbe4ad4a1	849.0	1208.0	3216.0	1005.0	1005.0	1	COC1=C(C=CC(=C1)C(=O)O)[O-]	20f7afe8014b794a285cfe0fbe4ad4a1	protein_only
Random-edge	1	COC1=C(C=CC(=C1)C(=O)O)[O-]	b4e301d8a40e48e7f382b63841ebf6b5	4607.0	4718.0	348.0	4518.0	4518.0	1	COC1=C(C=CC(=C1)C(=O)O)[O-]	b4e301d8a40e48e7f382b63841ebf6b5	protein_only
Random-edge	1	COC1=C(C=CC(=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O	de22dd68ad2a20975814057d3b412b56	1.0	4.0	2.0	1.0	1.0	1	COC1=C(C=CC(=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O	de22dd68ad2a20975814057d3b412b56	both
