split	fold	query_id	ligand_group	split_unit	B	C	Dstar	F	support	support_type	support_bin
TF-50	0	C(=C\C(=O)[O-])\C=C(/C(=O)[O-])\Cl	C(=C\C(=O)[O-])\C=C(/C(=O)[O-])\Cl	responder_cluster_50_00149	6.0	530.0	868.0	11.0	0.3193469387755102	sequence_idcov	[0.2,0.4)
TF-50	0	C(=C\C(=O)[O-])\C=C/C(=O)[O-]	C(=C\C(=O)[O-])\C=C/C(=O)[O-]	responder_cluster_50_00149	11.0	529.0	490.0	13.0	0.3056326530612245	sequence_idcov	[0.2,0.4)
TF-50	0	C(=O)(O)[O-].[Na+]	C(=O)(O)[O-].[Na+]	responder_cluster_50_01406	46.0	3504.0	56.0	37.0		sequence_idcov	unanchored
TF-50	0	C(=[N-])=O	C(=[N-])=O	responder_cluster_50_01004	486.0	2257.0	626.0	486.0		sequence_idcov	unanchored
TF-50	0	C(C(=O)O)C(=O)O	C(C(=O)O)C(=O)O	responder_cluster_50_00851	1932.0	2108.0	3560.0	1935.0	0.0	sequence_idcov	[0.0,0.2)
TF-50	0	C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O	C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O	responder_cluster_50_00851	124.0	2104.0	3970.0	124.0	0.1903722943722943	sequence_idcov	[0.0,0.2)
TF-50	0	C(C(=O)[O-])[NH3+]	C(C(=O)[O-])[NH3+]	responder_cluster_50_00023	1098.0	4652.0	1158.0	1094.0		sequence_idcov	unanchored
TF-50	0	C(C(C(C(C(=O)COP(=O)(O)O)O)O)O)O	C(C(C(C(C(=O)COP(=O)(O)O)O)O)O)O	responder_cluster_50_00975	1141.0	4760.0	1177.0	1141.0		sequence_idcov	unanchored
TF-50	0	C(C1=CC(=CC=C1O)O)C(=O)O	C(C1=CC(=CC=C1O)O)C(=O)O	responder_cluster_50_00865	10.0	1872.0	37.0	7.0		sequence_idcov	unanchored
TF-50	0	C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3(C(C(C(O3)CO)O)O)CO)O)O)O)O)O)O)O	C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3(C(C(C(O3)CO)O)O)CO)O)O)O)O)O)O)O	responder_cluster_50_01990	5754.0	5932.0	1569.0	5747.0	0.0	sequence_idcov	[0.0,0.2)
TF-50	0	C(C1C(C(C(O1)(COP(=O)(O)O)O)O)O)O	C(C1C(C(C(O1)(COP(=O)(O)O)O)O)O)O	responder_cluster_50_00975	1063.0	4760.0	1111.0	1062.0		sequence_idcov	unanchored
TF-50	0	C(CC(=O)[O-])C(=O)C(=O)[O-]	C(CC(=O)[O-])C(=O)C(=O)[O-]	responder_cluster_50_00039	673.0	4804.0	757.0	673.0		sequence_idcov	unanchored
TF-50	0	C(CCCN)CCCN	C(CCCN)CCCN	responder_cluster_50_01618	547.0	4297.0	652.0	547.0		sequence_idcov	unanchored
TF-50	0	C(CCCN)CCN	C(CCCN)CCN	responder_cluster_50_01618	617.0	4297.0	720.0	617.0		sequence_idcov	unanchored
TF-50	0	C(CCN)CCN	C(CCN)CCN	responder_cluster_50_01618	4162.0	4296.0	732.0	4149.0	0.0	sequence_idcov	[0.0,0.2)
TF-50	0	C(CCN)CN	C(CCN)CN	responder_cluster_50_01618	4162.0	4296.0	891.0	4151.0	0.0	sequence_idcov	[0.0,0.2)
TF-50	0	C(CCN)C[C@@H](C(=O)O)N	C(CCN)C[C@@H](C(=O)O)N	responder_cluster_50_01416	4.0	3536.0	4.0	4.0	0.3324175084175084	sequence_idcov	[0.2,0.4)
TF-50	0	C(CCNCCCN)CN	C(CCNCCCN)CN	responder_cluster_50_00637	1241.0	1333.0	18.0	1206.0	0.0	sequence_idcov	[0.0,0.2)
TF-50	0	C(CCNCCCN)CNCCCN	C(CCNCCCN)CNCCCN	responder_cluster_50_00637	17.0	1334.0	17.0	13.0		sequence_idcov	unanchored
TF-50	0	C(CS)C(C(=O)O)N	C(CS)C(C(=O)O)N	responder_cluster_50_00046	1969.0	2173.0	2101.0	1969.0		sequence_idcov	unanchored
TF-50	0	C(CS)[C@@H](C(=O)O)N	C(CS)[C@@H](C(=O)O)N	responder_cluster_50_00046	1189.0	1301.0	1186.0	1190.0	0.0	sequence_idcov	[0.0,0.2)
TF-50	0	C(C[C@@H](C(=O)O)N)CN=C(N)N	C(C[C@@H](C(=O)O)N)CN=C(N)N	responder_cluster_50_01416	27.0	3533.0	3.0	19.0	0.3324175084175084	sequence_idcov	[0.2,0.4)
TF-50	0	C(C[C@@H](C(=O)O)N[C@H](CCC(=O)O)C(=O)O)CN=C(N)N	C(C[C@@H](C(=O)O)N[C@H](CCC(=O)O)C(=O)O)CN=C(N)N	responder_cluster_50_00824	109.0	1736.0	121.0	107.0		sequence_idcov	unanchored
TF-50	0	C([C@@H](C(=O)O)N)S	C([C@@H](C(=O)O)N)S	responder_cluster_50_01879	4238.0	5326.0	4307.0	4238.0		sequence_idcov	unanchored
TF-50	0	C([C@@H]([C@@H]1C(=C(C(=O)O1)O)O)O)O	C([C@@H]([C@@H]1C(=C(C(=O)O1)O)O)O)O	responder_cluster_50_01879	4211.0	5326.0	4303.0	4211.0		sequence_idcov	unanchored
TF-50	0	C([C@@H]([C@@H]1C(=C(C(=O)O1)[O-])O)O)O	C([C@@H]([C@@H]1C(=C(C(=O)O1)[O-])O)O)O	responder_cluster_50_01009	27.0	2267.0	42.0	26.0		sequence_idcov	unanchored
TF-50	0	C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](OC([C@@H]([C@H]2O)N)O)CO)N)O)O)O.Cl	C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](OC([C@@H]([C@H]2O)N)O)CO)N)O)O)O.Cl	responder_cluster_50_00561	3776.0	3954.0	157.0	3757.0	0.0	sequence_idcov	[0.0,0.2)
TF-50	0	C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](OC([C@@H]([C@H]2O)O)O)CO)O)O)O)O	C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](OC([C@@H]([C@H]2O)O)O)CO)O)O)O)O	responder_cluster_50_01060	2530.0	2685.0	2430.0	2534.0	0.0	sequence_idcov	[0.0,0.2)
TF-50	0	C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2O)O)O)CO)O)O)O)O	C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2O)O)O)CO)O)O)O)O	responder_cluster_50_01060	2538.0	2686.0	2586.0	2538.0		sequence_idcov	unanchored
TF-50	0	C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@H]2[C@@H]([C@H](O[C@@]2(CO)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)CO)O)O)O)O)O	C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@H]2[C@@H]([C@H](O[C@@]2(CO)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)CO)O)O)O)O)O	responder_cluster_50_01513	432.0	3906.0	439.0	432.0		sequence_idcov	unanchored
TF-50	0	C([C@@H]1[C@H]([C@H]([C@H](O1)OP(=O)(O)OP(=O)(O)O)O)O)OP(=O)(O)O	C([C@@H]1[C@H]([C@H]([C@H](O1)OP(=O)(O)OP(=O)(O)O)O)O)OP(=O)(O)O	responder_cluster_50_00361	1828.0	2808.0	1918.0	1828.0		sequence_idcov	unanchored
TF-50	0	C([C@H]([C@H]([C@@H](C(=O)COP(=O)(O)O)O)O)O)O	C([C@H]([C@H]([C@@H](C(=O)COP(=O)(O)O)O)O)O)O	responder_cluster_50_00975	981.0	2172.0	1038.0	980.0		sequence_idcov	unanchored
TF-50	0	C([C@H]([C@H]([C@@H]([C@H](CO)O)O)O)O)O	C([C@H]([C@H]([C@@H]([C@H](CO)O)O)O)O)O	responder_cluster_50_01604	4118.0	4266.0	1813.0	4119.0	0.0	sequence_idcov	[0.0,0.2)
TF-50	0	C1=CC(=C(C(=C1)Cl)O)O	C1=CC(=C(C(=C1)Cl)O)O	responder_cluster_50_00149	4013.0	531.0	4070.0	4013.0		sequence_idcov	unanchored
TF-50	0	C1=CC(=C(C(=C1)O)C(=O)C2=CC(=C(N2)Cl)Cl)O	C1=CC(=C(C(=C1)O)C(=O)C2=CC(=C(N2)Cl)Cl)O	responder_cluster_50_00291	1516.0	1622.0	253.0	1490.0	0.0	sequence_idcov	[0.0,0.2)
TF-50	0	C1=CC(=C(C=C1/C=C/C2=CC(=CC(=C2)O)O)O)O	C1=CC(=C(C=C1/C=C/C2=CC(=CC(=C2)O)O)O)O	responder_cluster_50_01291	757.0	3090.0	849.0	757.0		sequence_idcov	unanchored
TF-50	0	C1=CC(=C(C=C1C(=O)O)O)[O-]	C1=CC(=C(C=C1C(=O)O)O)[O-]	responder_cluster_50_01376	30.0	3406.0	59.0	18.0		sequence_idcov	unanchored
TF-50	0	C1=CC(=CC(=C1)Cl)C(=O)O	C1=CC(=CC(=C1)Cl)C(=O)O	responder_cluster_50_00149	347.0	528.0	210.0	318.0	0.0	sequence_idcov	[0.0,0.2)
TF-50	0	C1=CC(=CC(=C1)Cl)NN=C(C#N)C#N	C1=CC(=CC(=C1)Cl)NN=C(C#N)C#N	responder_cluster_50_02062	406.0	6352.0	493.0	405.0		sequence_idcov	unanchored
TF-50	0	C1=CC(=CC2=NC3=C(C=CC(=C3)N)C=C21)N	C1=CC(=CC2=NC3=C(C=CC(=C3)N)C=C21)N	responder_cluster_50_01985	5753.0	5916.0	220.0	5719.0	0.0	sequence_idcov	[0.0,0.2)
TF-50	0	C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)O)O)O	C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)O)O)O	responder_cluster_50_01291	705.0	3090.0	799.0	704.0		sequence_idcov	unanchored
TF-50	0	C1=CC(=CC=C1C(=O)O)O	C1=CC(=CC=C1C(=O)O)O	responder_cluster_50_01135	2435.0	2608.0	673.0	2418.0	0.0	sequence_idcov	[0.0,0.2)
TF-50	0	C1=CC(=CC=C1NN=C(C#N)C#N)OC(F)(F)F	C1=CC(=CC=C1NN=C(C#N)C#N)OC(F)(F)F	responder_cluster_50_02062	987.0	6352.0	1124.0	987.0		sequence_idcov	unanchored
TF-50	0	C1=CC(=CC=C1[C@H]([C@@H](CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-]	C1=CC(=CC=C1[C@H]([C@@H](CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-]	responder_cluster_50_02062	6181.0	6351.0	706.0	6166.0	0.0	sequence_idcov	[0.0,0.2)
TF-50	0	C1=CC(=CN=C1)C(=O)O	C1=CC(=CN=C1)C(=O)O	responder_cluster_50_00194;responder_cluster_50_01879	8.0	4750.0	13.0	8.0	0.3792569832402235	sequence_idcov	[0.2,0.4)
TF-50	0	C1=CC=C(C(=C1)C(=O)O)[O-]	C1=CC=C(C(=C1)C(=O)O)[O-]	responder_cluster_50_00291;responder_cluster_50_00836	24.0	1620.0	1191.0	25.0	0.2233181818181818	sequence_idcov	[0.2,0.4)
TF-50	0	C1=CC=C(C=C1)/C=C/C2=CC(=CC(=C2)O)O	C1=CC=C(C=C1)/C=C/C2=CC(=CC(=C2)O)O	responder_cluster_50_01291	1080.0	3090.0	1206.0	1080.0		sequence_idcov	unanchored
TF-50	0	C1=CC=C2C(=C1)C=CC(=C2O)N=NC3=C4C=CC(=CC4=C(C=C3O)S(=O)(=O)[O-])[N+](=O)[O-].[Na+]	C1=CC=C2C(=C1)C=CC(=C2O)N=NC3=C4C=CC(=CC4=C(C=C3O)S(=O)(=O)[O-])[N+](=O)[O-].[Na+]	responder_cluster_50_01487	320.0	3806.0	432.0	315.0		sequence_idcov	unanchored
TF-50	0	C1=CC=C2C(=C1)C=CC=C2O	C1=CC=C2C(=C1)C=CC=C2O	responder_cluster_50_00845	2729.0	2870.0	780.0	2721.0	0.0	sequence_idcov	[0.0,0.2)
TF-50	0	C1=CC=C2C(=C1)C=CN2	C1=CC=C2C(=C1)C=CN2	responder_cluster_50_00845	2741.0	2870.0	2231.0	2741.0	0.0	sequence_idcov	[0.0,0.2)
TF-50	0	C1=CC=C2C(=C1)N=C3C=CC=C(C3=N2)C(=O)O	C1=CC=C2C(=C1)N=C3C=CC=C(C3=N2)C(=O)O	responder_cluster_50_00785	1650.0	1652.0	1367.0	1645.0	0.0	sequence_idcov	[0.0,0.2)
TF-50	0	C1=CN=CC=C1C(=O)NN	C1=CN=CC=C1C(=O)NN	responder_cluster_50_01288;responder_cluster_50_02001	1860.0	3085.0	1969.0	1860.0		sequence_idcov	unanchored
TF-50	0	C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CSCC[C@@H](C(=O)O)N)O)O)N	C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CSCC[C@@H](C(=O)O)N)O)O)N	responder_cluster_50_00138	1728.0	520.0	1816.0	1727.0		sequence_idcov	unanchored
TF-50	0	C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)OP(=O)(O)OP(=O)(O)O)O)N=C(NC2=O)N	C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)OP(=O)(O)OP(=O)(O)O)O)N=C(NC2=O)N	responder_cluster_50_01796	6000.0	5031.0	6022.0	6000.0		sequence_idcov	unanchored
TF-50	0	C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N=C(NC2=O)N	C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N=C(NC2=O)N	responder_cluster_50_01796	4854.0	5030.0	5560.0	4856.0	0.0	sequence_idcov	[0.0,0.2)
TF-50	0	C1C(O1)CBr	C1C(O1)CBr	responder_cluster_50_01583	3340.0	4205.0	3427.0	3340.0		sequence_idcov	unanchored
TF-50	0	C1[C@@H]([C@@H]([C@H](C(O1)O)O)O)O	C1[C@@H]([C@@H]([C@H](C(O1)O)O)O)O	responder_cluster_50_01490	3862.0	3813.0	3836.0	3868.0	0.0	sequence_idcov	[0.0,0.2)
TF-50	0	C1[C@H](OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)O	C1[C@H](OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)O	responder_cluster_50_01319	3058.0	3192.0	31.0	3037.0	0.0	sequence_idcov	[0.0,0.2)
TF-50	0	C1[C@H]([C@@H]([C@H](C(O1)O)O)O)O	C1[C@H]([C@@H]([C@H](C(O1)O)O)O)O	responder_cluster_50_01698	20.0	4587.0	2222.0	19.0	0.361640506329114	sequence_idcov	[0.2,0.4)
TF-50	0	C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CN)O)O)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)N)O)N	C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CN)O)O)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)N)O)N	responder_cluster_50_01769	1347.0	4905.0	1413.0	1345.0		sequence_idcov	unanchored
TF-50	0	C1[C@H]2[C@@H]([C@@H](S1)CCCCC(=O)OP(=O)([O-])OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)O)O)NC(=O)N2	C1[C@H]2[C@@H]([C@@H](S1)CCCCC(=O)OP(=O)([O-])OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)O)O)NC(=O)N2	responder_cluster_50_01183	5439.0	2762.0	5476.0	5439.0		sequence_idcov	unanchored
TF-50	0	CC(=CCC/C(=C/CO)/C)C	CC(=CCC/C(=C/CO)/C)C	responder_cluster_50_00064	40.0	434.0	102.0	38.0		sequence_idcov	unanchored
TF-50	0	CC(=O)C(=O)[C@H](COP(=O)(O)O)O	CC(=O)C(=O)[C@H](COP(=O)(O)O)O	responder_cluster_50_00847	315.0	1820.0	376.0	313.0		sequence_idcov	unanchored
TF-50	0	CC(=O)C1=C(C(=C(C=C1O)O)C(=O)C)O	CC(=O)C1=C(C(=C(C=C1O)O)C(=O)C)O	responder_cluster_50_00291	6269.0	6448.0	83.0	6231.0	0.0	sequence_idcov	[0.0,0.2)
TF-50	0	CC(=O)O[Hg]C1=CC=CC=C1	CC(=O)O[Hg]C1=CC=CC=C1	responder_cluster_50_02062	1394.0	6352.0	1551.0	1394.0		sequence_idcov	unanchored
TF-50	0	CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O	CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O	responder_cluster_50_00825	191.0	1737.0	225.0	191.0		sequence_idcov	unanchored
TF-50	0	CC(=O)[C@@](C)(C(=O)O)O	CC(=O)[C@@](C)(C(=O)O)O	responder_cluster_50_00146	240.0	528.0	332.0	239.0		sequence_idcov	unanchored
TF-50	0	CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C	CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C	responder_cluster_50_00940	77.0	2065.0	118.0	77.0		sequence_idcov	unanchored
TF-50	0	CC(=O)[O-]	CC(=O)[O-]	responder_cluster_50_00825	1636.0	6098.0	1712.0	1636.0		sequence_idcov	unanchored
TF-50	0	CC(=O)c1c(O)cc(O)c(C(C)=O)c1O	CC(=O)c1c(O)cc(O)c(C(C)=O)c1O	responder_cluster_50_00291	212.0	714.0	295.0	210.0		sequence_idcov	unanchored
TF-50	0	CC(C(=O)C)O	CC(C(=O)C)O	responder_cluster_50_00146;responder_cluster_50_01462	284.0	528.0	355.0	284.0		sequence_idcov	unanchored
TF-50	0	CC(C(=O)O)C(=O)O	CC(C(=O)O)C(=O)O	responder_cluster_50_00851	1975.0	2108.0	3189.0	1980.0	0.0	sequence_idcov	[0.0,0.2)
TF-50	0	CC(C(=O)O)OC(=O)C	CC(C(=O)O)OC(=O)C	responder_cluster_50_00146	2108.0	528.0	2221.0	2108.0		sequence_idcov	unanchored
TF-50	0	CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)C=CC4=CC(=C(C=C4)O)OC)O	CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)C=CC4=CC(=C(C=C4)O)OC)O	responder_cluster_50_00394	676.0	865.0	53.0	638.0	0.0	sequence_idcov	[0.0,0.2)
TF-50	0	CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)CC4=CC=CC=C4)O	CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)CC4=CC=CC=C4)O	responder_cluster_50_01287	2.0	3079.0	2670.0	10.0	0.4050126582278481	sequence_idcov	[0.4,0.5)
TF-50	0	CC(C)C1=CC=C(C=C1)C(=O)O	CC(C)C1=CC=C(C=C1)C(=O)O	responder_cluster_50_02069	20.0	6368.0	80.0	16.0		sequence_idcov	unanchored
TF-50	0	CC(C)C1=CC=C(C=C1)C(=O)[O-]	CC(C)C1=CC=C(C=C1)C(=O)[O-]	responder_cluster_50_02069	78.0	6368.0	155.0	75.0		sequence_idcov	unanchored
TF-50	0	CC(C)CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O	CC(C)CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O	responder_cluster_50_00823	89.0	1733.0	98.0	85.0		sequence_idcov	unanchored
TF-50	0	CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)N)O)O	CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)N)O)O	responder_cluster_50_01597	204.0	6254.0	204.0	204.0		sequence_idcov	unanchored
TF-50	0	CC1=C(C2=CC3=NC(=CC4=C(C(=C([N-]4)C=C5C(=C(C(=N5)C=C1[N-]2)C)C=C)C)C=C)C(=C3CCC(=O)O)C)CCC(=O)O.[Cl-].[Fe+3]	CC1=C(C2=CC3=NC(=CC4=C(C(=C([N-]4)C=C5C(=C(C(=N5)C=C1[N-]2)C)C=C)C)C=C)C(=C3CCC(=O)O)C)CCC(=O)O.[Cl-].[Fe+3]	responder_cluster_50_01537	793.0	4028.0	969.0	793.0		sequence_idcov	unanchored
TF-50	0	CC1=C(C=CC2=C1OC(=O)C(=C2O)NC(=O)C3=CC(=C(C=C3)O)CC=C(C)C)O[C@H]4[C@@H]([C@@H]([C@H](C(O4)(C)C)OC)OC(=O)N)O	CC1=C(C=CC2=C1OC(=O)C(=C2O)NC(=O)C3=CC(=C(C=C3)O)CC=C(C)C)O[C@H]4[C@@H]([C@@H]([C@H](C(O4)(C)C)OC)OC(=O)N)O	responder_cluster_50_00662	1227.0	1396.0	71.0	1196.0	0.0	sequence_idcov	[0.0,0.2)
TF-50	0	CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCO	CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCO	responder_cluster_50_01879	2039.0	5326.0	2162.0	2039.0		sequence_idcov	unanchored
TF-50	0	CC1=CC(=O)C2C3=C(C(=O)C[C@@]2(C1)O)C(=C4C(=C3)C=CC=C4O)O	CC1=CC(=O)C2C3=C(C(=O)C[C@@]2(C1)O)C(=C4C(=C3)C=CC=C4O)O	responder_cluster_50_01559	58.0	4108.0	111.0	47.0		sequence_idcov	unanchored
TF-50	0	CC1=CC2=C(C=C1N)[N+](=C3C=C(C(=CC3=N2)C)N)C4=CC=CC=C4.[Cl-]	CC1=CC2=C(C=C1N)[N+](=C3C=C(C(=CC3=N2)C)N)C4=CC=CC=C4.[Cl-]	responder_cluster_50_01487	1513.0	3806.0	1590.0	1512.0		sequence_idcov	unanchored
TF-50	0	CC1=CC2=CC(=C3C(=C2C(=C1)O)C(=O)C4=C(C3=O)C(=CC=C4)O)O	CC1=CC2=CC(=C3C(=C2C(=C1)O)C(=O)C4=C(C3=O)C(=CC=C4)O)O	responder_cluster_50_01559	142.0	4108.0	207.0	136.0		sequence_idcov	unanchored
TF-50	0	CC1=CC2=NC3=C(C=C(C=C3)N(C)C)N=C2C=C1N.Cl	CC1=CC2=NC3=C(C=C(C=C3)N(C)C)N=C2C=C1N.Cl	responder_cluster_50_01985	645.0	5918.0	699.0	643.0		sequence_idcov	unanchored
TF-50	0	CC1=CC=C(C=C1)[N+](=O)[O-]	CC1=CC=C(C=C1)[N+](=O)[O-]	responder_cluster_50_00845	625.0	2871.0	773.0	622.0		sequence_idcov	unanchored
TF-50	0	CC1=CC=CC=C1	CC1=CC=CC=C1	responder_cluster_50_00845	2533.0	1809.0	2604.0	2533.0		sequence_idcov	unanchored
TF-50	0	CC1=NC=C(C(=C1O)CO)CO	CC1=NC=C(C(=C1O)CO)CO	responder_cluster_50_01879	6358.0	5326.0	6400.0	6358.0		sequence_idcov	unanchored
TF-50	0	CC1=[N+](C2=CC=CC=C2C(=C1)N)CCCCCCCCCC[N+]3=C(C=C(C4=CC=CC=C43)N)C	CC1=[N+](C2=CC=CC=C2C(=C1)N)CCCCCCCCCC[N+]3=C(C=C(C4=CC=CC=C43)N)C	responder_cluster_50_00758	1442.0	1587.0	778.0	1427.0	0.0	sequence_idcov	[0.0,0.2)
TF-50	0	CC=C(C)C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O	CC=C(C)C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O	responder_cluster_50_00825	51.0	1737.0	51.0	22.0		sequence_idcov	unanchored
TF-50	0	CCC#CC(C)C1(C(=O)NC(=O)N(C1=O)C)CC=C	CCC#CC(C)C1(C(=O)NC(=O)N(C1=O)C)CC=C	responder_cluster_50_00835	378.0	1770.0	576.0	377.0		sequence_idcov	unanchored
TF-50	0	CCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O	CCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O	responder_cluster_50_00825;responder_cluster_50_01413	170.0	1737.0	200.0	170.0		sequence_idcov	unanchored
TF-50	0	CCC(=O)[O-]	CCC(=O)[O-]	responder_cluster_50_00825	1651.0	6098.0	1713.0	1651.0		sequence_idcov	unanchored
TF-50	0	CCC(C(=O)C)(C(=O)O)O	CCC(C(=O)C)(C(=O)O)O	responder_cluster_50_00146	1393.0	528.0	1538.0	1393.0		sequence_idcov	unanchored
TF-50	0	CCC1=CC(=CC=C1)O	CCC1=CC(=CC=C1)O	responder_cluster_50_00845	2833.0	2870.0	1404.0	2830.0	0.0	sequence_idcov	[0.0,0.2)
TF-50	0	CCCC(=O)CC(=O)N[C@H]1CCOC1=O	CCCC(=O)CC(=O)N[C@H]1CCOC1=O	responder_cluster_50_01589	4.0	4222.0	12.0	2.0	0.3421767068273092	sequence_idcov	[0.2,0.4)
TF-50	0	CCCC(C)C1(C(=O)NC(=O)NC1=O)CC	CCCC(C)C1(C(=O)NC(=O)NC1=O)CC	responder_cluster_50_00835	899.0	1770.0	1075.0	898.0		sequence_idcov	unanchored
TF-50	0	CCCCC1=CN=C(C=C1)C(=O)O	CCCCC1=CN=C(C=C1)C(=O)O	responder_cluster_50_00291	1441.0	1623.0	821.0	1434.0	0.0	sequence_idcov	[0.0,0.2)
