split	fold	query_id	ligand_group	split_unit	B	C	Dstar	F	support	support_type	support_bin
TF-50	1	C[N+]1=CC2=CC(=C(C=C2C3=C1C4=CC5=C(C=C4C=C3)OCO5)OC)OC	C[N+]1=CC2=CC(=C(C=C2C3=C1C4=CC5=C(C=C4C=C3)OCO5)OC)OC	responder_cluster_50_01019	290.0	2293.0	425.0	290.0		sequence_idcov	unanchored
TF-50	1	NCC[C@H](N)C(O)=O	NCC[C@H](N)C(O)=O	responder_cluster_50_00474	281.0	1188.0	333.0	278.0		sequence_idcov	unanchored
TF-50	1	O[C@@H]([C@H](O)[C@@H](O)C([O-])=O)[C@H](O)C([O-])=O	O[C@@H]([C@H](O)[C@@H](O)C([O-])=O)[C@H](O)C([O-])=O	responder_cluster_50_00340	321.0	2751.0	351.0	320.0		sequence_idcov	unanchored
TF-50	1	Oc1ccccc1O	Oc1ccccc1O	responder_cluster_50_00466	164.0	5531.0	143.0	160.0		sequence_idcov	unanchored
TF-50	1	[NH3+][C@@H](Cc1ccccc1)C([O-])=O	[NH3+][C@@H](Cc1ccccc1)C([O-])=O	responder_cluster_50_01871	5143.0	5279.0	5.0	5097.0	0.0	sequence_idcov	[0.0,0.2)
TF-50	1	[O-]C(=O)[C@@H]1CCC[NH2+]1	[O-]C(=O)[C@@H]1CCC[NH2+]1	responder_cluster_50_01270	261.0	3039.0	377.0	261.0		sequence_idcov	unanchored
TF-50	1	ion:Cd_unspecified	ion:Cd_unspecified	responder_cluster_50_00018;responder_cluster_50_00108	546.0	19.0	546.0	546.0		sequence_idcov	unanchored
TF-50	1	ion:Co2+	ion:Co2+	responder_cluster_50_01509	3768.0	3750.0	16.0	3723.0	0.0	sequence_idcov	[0.0,0.2)
TF-50	1	ion:Co_unspecified	ion:Co_unspecified	responder_cluster_50_00018	135.0	19.0	730.0	135.0	0.0	sequence_idcov	[0.0,0.2)
TF-50	1	ion:Cr_unspecified	ion:Cr_unspecified	responder_cluster_50_00018	732.0	19.0	732.0	732.0		sequence_idcov	unanchored
TF-50	1	ion:Cu+	ion:Cu+	responder_cluster_50_00019	4547.0	4537.0	792.0	4527.0	0.0	sequence_idcov	[0.0,0.2)
TF-50	1	ion:Cu_unspecified	ion:Cu_unspecified	responder_cluster_50_00018	82.0	19.0	731.0	82.0	0.0	sequence_idcov	[0.0,0.2)
TF-50	1	ion:Fe2+	ion:Fe2+	responder_cluster_50_00108;responder_cluster_50_00978	85.0	139.0	628.0	86.0	0.2818666666666666	sequence_idcov	[0.2,0.4)
TF-50	1	ion:Fe_unspecified	ion:Fe_unspecified	responder_cluster_50_00088;responder_cluster_50_00108	56.0	406.0	544.0	56.0	0.3149473684210526	sequence_idcov	[0.2,0.4)
TF-50	1	ion:Mn2+	ion:Mn2+	responder_cluster_50_00108	5135.0	5133.0	681.0	5117.0	0.0	sequence_idcov	[0.0,0.2)
TF-50	1	ion:Mn_unspecified	ion:Mn_unspecified	responder_cluster_50_00978	2059.0	1926.0	1598.0	2058.0	0.0	sequence_idcov	[0.0,0.2)
TF-50	1	ion:Na+	ion:Na+	responder_cluster_50_00226	6250.0	632.0	6250.0	6250.0		sequence_idcov	unanchored
TF-50	1	ion:Ni2+	ion:Ni2+	responder_cluster_50_01509	3771.0	3749.0	16.0	3723.0	0.0	sequence_idcov	[0.0,0.2)
TF-50	1	ion:Ni_unspecified	ion:Ni_unspecified	responder_cluster_50_00018	80.0	19.0	728.0	80.0	0.0	sequence_idcov	[0.0,0.2)
TF-50	1	ion:Zn_unspecified	ion:Zn_unspecified	responder_cluster_50_00018	235.0	19.0	729.0	232.0	0.0	sequence_idcov	[0.0,0.2)
TF-50	1	ion:conjugation_factor	ion:conjugation_factor	responder_cluster_50_00741	5087.0	1263.0	5087.0	5087.0		sequence_idcov	unanchored
TF-50	2	C(=C\C(=O)[O-])\C=C(/C(=O)[O-])\Cl	C(=C\C(=O)[O-])\C=C(/C(=O)[O-])\Cl	responder_cluster_50_00913	3.0	2824.0	566.0	2.0	0.3193469387755102	sequence_idcov	[0.2,0.4)
TF-50	2	C(=C\C(=O)[O-])\C=C/C(=O)[O-]	C(=C\C(=O)[O-])\C=C/C(=O)[O-]	responder_cluster_50_00913	2.0	2015.0	274.0	2.0	0.3858947368421053	sequence_idcov	[0.2,0.4)
TF-50	2	C(=O)(N)N	C(=O)(N)N	responder_cluster_50_01023	1362.0	2329.0	1430.0	1362.0		sequence_idcov	unanchored
TF-50	2	C(C(=O)[O-])O	C(C(=O)[O-])O	responder_cluster_50_00371;responder_cluster_50_00658	90.0	1621.0	122.0	90.0		sequence_idcov	unanchored
TF-50	2	C(C(C(=O)O)N)C(=O)N	C(C(C(=O)O)N)C(=O)N	responder_cluster_50_01466	155.0	3711.0	212.0	155.0		sequence_idcov	unanchored
TF-50	2	C(C(C(=O)[O-])O)O	C(C(C(=O)[O-])O)O	responder_cluster_50_00371	2311.0	1621.0	2444.0	2311.0		sequence_idcov	unanchored
TF-50	2	C(C(C(CO)O)O)C(=O)C(=O)O	C(C(C(CO)O)O)C(=O)C(=O)O	responder_cluster_50_00482	2207.0	1044.0	2315.0	2207.0		sequence_idcov	unanchored
TF-50	2	C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3(C(C(C(O3)CO)O)O)CO)O)O)O)O)O)O)O	C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3(C(C(C(O3)CO)O)O)CO)O)O)O)O)O)O)O	responder_cluster_50_01210	4.0	2880.0	849.0	2.0	0.3994405594405594	sequence_idcov	[0.2,0.4)
TF-50	2	C(CC(=O)N)[C@@H](C(=O)O)N	C(CC(=O)N)[C@@H](C(=O)O)N	responder_cluster_50_00338	2586.0	5719.0	2681.0	2585.0		sequence_idcov	unanchored
TF-50	2	C(CC(=O)O)C=O	C(CC(=O)O)C=O	responder_cluster_50_01500	27.0	3856.0	19.0	7.0		sequence_idcov	unanchored
TF-50	2	C(CC(=O)O)CO	C(CC(=O)O)CO	responder_cluster_50_01500	14.0	3856.0	7.0	2.0		sequence_idcov	unanchored
TF-50	2	C([C@@H]1[C@@H]([C@@H]([C@H](C(O1)O)O)O)O)O	C([C@@H]1[C@@H]([C@@H]([C@H](C(O1)O)O)O)O)O	responder_cluster_50_00745	303.0	1922.0	667.0	302.0	0.0	sequence_idcov	[0.0,0.2)
TF-50	2	C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](OC([C@@H]([C@H]2O)O)O)CO)O)O)O)O	C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](OC([C@@H]([C@H]2O)O)O)CO)O)O)O)O	responder_cluster_50_00317;responder_cluster_50_00952	451.0	2120.0	421.0	451.0		sequence_idcov	unanchored
TF-50	2	C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@H]2[C@H](O[C@H]([C@@H]([C@H]2O)O)O)CO)O)O)O)O	C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@H]2[C@H](O[C@H]([C@@H]([C@H]2O)O)O)CO)O)O)O)O	responder_cluster_50_01164	95.0	2737.0	62.0	95.0		sequence_idcov	unanchored
TF-50	2	C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)O	C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)O	responder_cluster_50_01761	52.0	4862.0	24.0	24.0	0.2427460317460317	sequence_idcov	[0.2,0.4)
TF-50	2	C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO)O)O)O)O	C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO)O)O)O)O	responder_cluster_50_00168;responder_cluster_50_00752	1193.0	1106.0	411.0	1193.0	0.0	sequence_idcov	[0.0,0.2)
TF-50	2	C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO[C@]3([C@H]([C@@H]([C@H](O3)CO)O)O)CO)O)O)O)O	C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO[C@]3([C@H]([C@@H]([C@H](O3)CO)O)O)CO)O)O)O)O	responder_cluster_50_00168	635.0	1108.0	660.0	635.0		sequence_idcov	unanchored
TF-50	2	C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO[C@]3([C@H]([C@@H]([C@H](O3)CO)O)O)CO[C@]4([C@H]([C@@H]([C@H](O4)CO)O)O)CO)O)O)O)O	C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO[C@]3([C@H]([C@@H]([C@H](O3)CO)O)O)CO[C@]4([C@H]([C@@H]([C@H](O4)CO)O)O)CO)O)O)O)O	responder_cluster_50_00168	570.0	1108.0	623.0	570.0		sequence_idcov	unanchored
TF-50	2	C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)O	C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)O	responder_cluster_50_02010	1670.0	6043.0	1760.0	1670.0		sequence_idcov	unanchored
TF-50	2	C12=C(NC(=O)N1)NC(=O)NC2=O	C12=C(NC(=O)N1)NC(=O)NC2=O	responder_cluster_50_00516;responder_cluster_50_00567	1.0	1112.0	19.0	1.0	0.4098214285714285	sequence_idcov	[0.4,0.5)
TF-50	2	C1=C(C=C(C(=C1Cl)O)Cl)Cl	C1=C(C=C(C(=C1Cl)O)Cl)Cl	responder_cluster_50_02010	1118.0	6043.0	1172.0	1118.0		sequence_idcov	unanchored
TF-50	2	C1=CC(=C(C(=C1)O)C(=O)C2=CC(=C(N2)Cl)Cl)O	C1=CC(=C(C(=C1)O)C(=O)C2=CC(=C(N2)Cl)Cl)O	responder_cluster_50_01974	1.0	5833.0	554.0	1.0	0.3361883408071749	sequence_idcov	[0.2,0.4)
TF-50	2	C1=CC(=C(C=C1Cl)Cl)O	C1=CC(=C(C=C1Cl)Cl)O	responder_cluster_50_02010	263.0	6043.0	281.0	261.0		sequence_idcov	unanchored
TF-50	2	C1=CC(=C(C=C1Cl)Cl)OCC(=O)O	C1=CC(=C(C=C1Cl)Cl)OCC(=O)O	responder_cluster_50_01893	7.0	5381.0	35.0	6.0		sequence_idcov	unanchored
TF-50	2	C1=CC(=C(C=C1Cl)O)OC2=C(C=C(C=C2)Cl)Cl	C1=CC(=C(C=C1Cl)O)OC2=C(C=C(C=C2)Cl)Cl	responder_cluster_50_02010	25.0	6042.0	432.0	23.0	0.1413652968036529	sequence_idcov	[0.0,0.2)
TF-50	2	C1=CC(=C(C=C1N)O)C(=O)[O-]	C1=CC(=C(C=C1N)O)C(=O)[O-]	responder_cluster_50_01295	2375.0	3120.0	2519.0	2375.0		sequence_idcov	unanchored
TF-50	2	C1=CC(=CC(=C1)Br)C(=O)[O-]	C1=CC(=CC(=C1)Br)C(=O)[O-]	responder_cluster_50_01333	12.0	3265.0	43.0	8.0		sequence_idcov	unanchored
TF-50	2	C1=CC(=CC(=C1)Cl)C(=O)O	C1=CC(=CC(=C1)Cl)C(=O)O	responder_cluster_50_01333	3130.0	3262.0	110.0	3073.0	0.0	sequence_idcov	[0.0,0.2)
TF-50	2	C1=CC(=CC(=C1)I)C(=O)[O-]	C1=CC(=CC(=C1)I)C(=O)[O-]	responder_cluster_50_01333	42.0	3265.0	93.0	33.0		sequence_idcov	unanchored
TF-50	2	C1=CC(=CC=C1C(=O)O)O	C1=CC(=CC=C1C(=O)O)O	responder_cluster_50_02000	5808.0	5999.0	3334.0	5819.0	0.0	sequence_idcov	[0.0,0.2)
TF-50	2	C1=CC(=CC=C1C(=O)O)[O-]	C1=CC(=CC=C1C(=O)O)[O-]	responder_cluster_50_02000	1117.0	6002.0	1311.0	1114.0		sequence_idcov	unanchored
TF-50	2	C1=CC(=CC=C1C[C@@H](C(=O)O)N)O	C1=CC(=CC=C1C[C@@H](C(=O)O)N)O	responder_cluster_50_00028	3263.0	1491.0	3389.0	3263.0		sequence_idcov	unanchored
TF-50	2	C1=CC2=C(C=C1O)C(=CN2)CC(=O)O	C1=CC2=C(C=C1O)C(=CN2)CC(=O)O	responder_cluster_50_01893	78.0	5381.0	207.0	77.0		sequence_idcov	unanchored
TF-50	2	C1=CC=C(C(=C1)C(=O)O)O	C1=CC=C(C(=C1)C(=O)O)O	responder_cluster_50_01893	10.0	5381.0	18.0	3.0		sequence_idcov	unanchored
TF-50	2	C1=CC=C(C(=C1)C(=O)O)[O-]	C1=CC=C(C(=C1)C(=O)O)[O-]	responder_cluster_50_01295	2959.0	3115.0	786.0	2931.0	0.0	sequence_idcov	[0.0,0.2)
TF-50	2	C1=CC=C(C(=C1)O)O	C1=CC=C(C(=C1)O)O	responder_cluster_50_00928;responder_cluster_50_01893	92.0	2064.0	60.0	70.0		sequence_idcov	unanchored
TF-50	2	C1=CC=C(C=C1)C(=O)O	C1=CC=C(C=C1)C(=O)O	responder_cluster_50_01893	27.0	5381.0	69.0	14.0		sequence_idcov	unanchored
TF-50	2	C1=CC=C(C=C1)C(=O)[O-]	C1=CC=C(C=C1)C(=O)[O-]	responder_cluster_50_01333;responder_cluster_50_01704	2.0	4616.0	11.0	2.0	0.4246417445482865	sequence_idcov	[0.4,0.5)
TF-50	2	C1=CC=C(C=C1)CC(=O)O	C1=CC=C(C=C1)CC(=O)O	responder_cluster_50_01893	14.0	5381.0	50.0	12.0		sequence_idcov	unanchored
TF-50	2	C1=CC=C(C=C1)CCC(=O)[O-]	C1=CC=C(C=C1)CCC(=O)[O-]	responder_cluster_50_01946	2677.0	5696.0	2823.0	2677.0		sequence_idcov	unanchored
TF-50	2	C1=CC=C(C=C1)C[C@@H](C(=O)O)N	C1=CC=C(C=C1)C[C@@H](C(=O)O)N	responder_cluster_50_00028	5104.0	1491.0	5150.0	5104.0		sequence_idcov	unanchored
TF-50	2	C1=CC=C2C(=C1)C(=CN2)C(=O)O	C1=CC=C2C(=C1)C(=CN2)C(=O)O	responder_cluster_50_01893	72.0	5381.0	170.0	67.0		sequence_idcov	unanchored
TF-50	2	C1=CC=C2C(=C1)C(=CN2)CC(=O)O	C1=CC=C2C(=C1)C(=CN2)CC(=O)O	responder_cluster_50_01893	5183.0	5380.0	228.0	5183.0	0.0	sequence_idcov	[0.0,0.2)
TF-50	2	C1=CC=C2C(=C1)C(=CN2)CCC(=O)O	C1=CC=C2C(=C1)C(=CN2)CCC(=O)O	responder_cluster_50_01893	69.0	5381.0	176.0	69.0		sequence_idcov	unanchored
TF-50	2	C1=CC=C2C(=C1)C(=CN2)CCCC(=O)O	C1=CC=C2C(=C1)C(=CN2)CCCC(=O)O	responder_cluster_50_01893	115.0	5381.0	238.0	113.0		sequence_idcov	unanchored
TF-50	2	C1=CC=C2C(=C1)C=CC=C2CC(=O)O	C1=CC=C2C(=C1)C=CC=C2CC(=O)O	responder_cluster_50_01893	238.0	5381.0	380.0	236.0		sequence_idcov	unanchored
TF-50	2	C1=CC=C2C(=C1)C=CC=N2	C1=CC=C2C(=C1)C=CC=N2	responder_cluster_50_01556	831.0	4110.0	872.0	830.0		sequence_idcov	unanchored
TF-50	2	C1=NC2=C(N1)C(=O)NC(=O)N2	C1=NC2=C(N1)C(=O)NC(=O)N2	responder_cluster_50_00567;responder_cluster_50_01113	437.0	1207.0	502.0	434.0		sequence_idcov	unanchored
TF-50	2	C1[C@@H]([C@@H]([C@H](C(O1)O)O)O)O	C1[C@@H]([C@@H]([C@H](C(O1)O)O)O)O	responder_cluster_50_00383;responder_cluster_50_01140	3353.0	3550.0	406.0	3318.0	0.0	sequence_idcov	[0.0,0.2)
TF-50	2	C1[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C(N=CN=C43)N)O)OP(=O)(OC[C@@H]5[C@H]([C@H]([C@@H](O5)N6C=NC7=C(N=CN=C76)N)O)OP(=O)(O1)O)O	C1[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C(N=CN=C43)N)O)OP(=O)(OC[C@@H]5[C@H]([C@H]([C@@H](O5)N6C=NC7=C(N=CN=C76)N)O)OP(=O)(O1)O)O	responder_cluster_50_00992	2311.0	2247.0	5683.0	2323.0	0.0	sequence_idcov	[0.0,0.2)
TF-50	2	C1[C@H]([C@@H]([C@H](C(O1)O)O)O)O	C1[C@H]([C@@H]([C@H](C(O1)O)O)O)O	responder_cluster_50_00781;responder_cluster_50_01301	37.0	1665.0	932.0	21.0	0.2851288659793815	sequence_idcov	[0.2,0.4)
TF-50	2	C1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@H](CO)[C@@H]([C@H](C=O)O)O)O)O)O	C1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@H](CO)[C@@H]([C@H](C=O)O)O)O)O)O	responder_cluster_50_01301	5289.0	4495.0	5348.0	5288.0		sequence_idcov	unanchored
TF-50	2	C1[C@H]([C@H]([C@H](C(O1)(CO)O)O)O)O	C1[C@H]([C@H]([C@H](C(O1)(CO)O)O)O)O	responder_cluster_50_00139	221.0	2089.0	232.0	217.0		sequence_idcov	unanchored
TF-50	2	C1[C@H]([C@H]([C@H](C(O1)O)O)O)O	C1[C@H]([C@H]([C@H](C(O1)O)O)O)O	responder_cluster_50_00922	437.0	2037.0	466.0	437.0		sequence_idcov	unanchored
TF-50	2	C=C(CC(=O)O)C(=O)O	C=C(CC(=O)O)C(=O)O	responder_cluster_50_01758	100.0	4845.0	154.0	98.0		sequence_idcov	unanchored
TF-50	2	C=O	C=O	responder_cluster_50_00807	5935.0	6128.0	1462.0	5925.0	0.0	sequence_idcov	[0.0,0.2)
TF-50	2	CC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C	CC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C	responder_cluster_50_01523	21.0	3982.0	63.0	16.0		sequence_idcov	unanchored
TF-50	2	CC(=O)OP(=O)(O)O	CC(=O)OP(=O)(O)O	responder_cluster_50_01407	4142.0	3520.0	4240.0	4141.0		sequence_idcov	unanchored
TF-50	2	CC(C(=O)O)C(=O)O	CC(C(=O)O)C(=O)O	responder_cluster_50_01447	3572.0	3637.0	1294.0	3569.0	0.0	sequence_idcov	[0.0,0.2)
TF-50	2	CC(C(=O)[O-])O	CC(C(=O)[O-])O	responder_cluster_50_00371	321.0	1621.0	370.0	319.0		sequence_idcov	unanchored
TF-50	2	CC(C(C(C(C=O)O)O)O)O	CC(C(C(C(C=O)O)O)O)O	responder_cluster_50_00383	309.0	3552.0	327.0	308.0		sequence_idcov	unanchored
TF-50	2	CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)C4CCCCC4=O)O	CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)C4CCCCC4=O)O	responder_cluster_50_01704	42.0	4618.0	23.0	6.0		sequence_idcov	unanchored
TF-50	2	CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)CC4=CC=CC=C4)O	CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)CC4=CC=CC=C4)O	responder_cluster_50_00856	18.0	1875.0	5060.0	4.0	0.4050126582278481	sequence_idcov	[0.4,0.5)
TF-50	2	CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])[C@H](C(=O)NCCC(=O)NCCSC(=O)C4CCCCC4=O)O	CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])[C@H](C(=O)NCCC(=O)NCCSC(=O)C4CCCCC4=O)O	responder_cluster_50_01704	77.0	4618.0	66.0	76.0		sequence_idcov	unanchored
TF-50	2	CC(C)C1=C(C=C(C=C1O)/C=C/C2=CC=CC=C2)O	CC(C)C1=C(C=C(C=C1O)/C=C/C2=CC=CC=C2)O	responder_cluster_50_00312	163.0	766.0	286.0	160.0		sequence_idcov	unanchored
TF-50	2	CC(C)CCCCCCC1=C(C=C(OC1=O)CC(C)C)O	CC(C)CCCCCCC1=C(C=C(OC1=O)CC(C)C)O	responder_cluster_50_00312	296.0	2674.0	430.0	296.0		sequence_idcov	unanchored
TF-50	2	CC(C)[C@@H](C(=O)O)N	CC(C)[C@@H](C(=O)O)N	responder_cluster_50_00256	4125.0	4322.0	3386.0	4126.0	0.0	sequence_idcov	[0.0,0.2)
TF-50	2	CC(CCC=C(C)C)CC(=O)O	CC(CCC=C(C)C)CC(=O)O	responder_cluster_50_00290	589.0	733.0	700.0	588.0		sequence_idcov	unanchored
TF-50	2	CC(CO)O	CC(CO)O	responder_cluster_50_00133	255.0	542.0	251.0	254.0		sequence_idcov	unanchored
TF-50	2	CC1(C2CCC1(C(=O)C2)C)C	CC1(C2CCC1(C(=O)C2)C)C	responder_cluster_50_00509	18.0	1091.0	34.0	14.0		sequence_idcov	unanchored
TF-50	2	CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4(C(=O)CO)O)C)O	CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4(C(=O)CO)O)C)O	responder_cluster_50_01523	31.0	3982.0	85.0	27.0		sequence_idcov	unanchored
TF-50	2	CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4C(=O)CO)C=O)O	CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4C(=O)CO)C=O)O	responder_cluster_50_01523	24.0	3982.0	81.0	18.0		sequence_idcov	unanchored
TF-50	2	CC1=C(C(=CC(=C1)CCCC(C)C)O)C(C)C	CC1=C(C(=CC(=C1)CCCC(C)C)O)C(C)C	responder_cluster_50_00312	269.0	766.0	360.0	268.0		sequence_idcov	unanchored
TF-50	2	CC1=C(C(=CC=C1)C(=O)[O-])C	CC1=C(C(=CC=C1)C(=O)[O-])C	responder_cluster_50_01333	20.0	3265.0	71.0	16.0		sequence_idcov	unanchored
TF-50	2	CC1=C(C=CC2=C1OC(=O)C(=C2O)NC(=O)C3=CC(=C(C=C3)O)CC=C(C)C)O[C@H]4[C@@H]([C@@H]([C@H](C(O4)(C)C)OC)OC(=O)N)O	CC1=C(C=CC2=C1OC(=O)C(=C2O)NC(=O)C3=CC(=C(C=C3)O)CC=C(C)C)O[C@H]4[C@@H]([C@@H]([C@H](C(O4)(C)C)OC)OC(=O)N)O	responder_cluster_50_01812	4894.0	5076.0	241.0	4839.0	0.0	sequence_idcov	[0.0,0.2)
TF-50	2	CC1=CC(=CC=C1)C(=O)O	CC1=CC(=CC=C1)C(=O)O	responder_cluster_50_01333	73.0	5430.0	155.0	70.0		sequence_idcov	unanchored
TF-50	2	CC1=CC(=CC=C1)C(=O)[O-]	CC1=CC(=CC=C1)C(=O)[O-]	responder_cluster_50_01333	17.0	3265.0	46.0	8.0		sequence_idcov	unanchored
TF-50	2	CC1=CC=C(C=C1)C(=O)[O-]	CC1=CC=C(C=C1)C(=O)[O-]	responder_cluster_50_01333	15.0	5430.0	43.0	9.0		sequence_idcov	unanchored
TF-50	2	CC1=CC=CC=C1C(=O)[O-]	CC1=CC=CC=C1C(=O)[O-]	responder_cluster_50_01333	11.0	5430.0	44.0	8.0		sequence_idcov	unanchored
TF-50	2	CCNC1=C(C)C=C2C(OC3=CC(=NCC)C(C)=CC3=C2C2=CC=CC=C2C(=O)OCC)=C1	CCNC1=C(C)C=C2C(OC3=CC(=NCC)C(C)=CC3=C2C2=CC=CC=C2C(=O)OCC)=C1	responder_cluster_50_02025	23.0	6142.0	83.0	18.0		sequence_idcov	unanchored
TF-50	2	CC[C@H](C)[C@@H](C(=O)O)N	CC[C@H](C)[C@@H](C(=O)O)N	responder_cluster_50_00256	4741.0	4324.0	4804.0	4741.0		sequence_idcov	unanchored
TF-50	2	CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)[C@]2(O)C(=O)C(C(N)=O)=C1O)C(=O)c1c(O)ccc(Cl)c1[C@@]3(C)O	CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)[C@]2(O)C(=O)C(C(N)=O)=C1O)C(=O)c1c(O)ccc(Cl)c1[C@@]3(C)O	responder_cluster_50_00951	89.0	2112.0	175.0	85.0		sequence_idcov	unanchored
TF-50	2	CN1[C@@H](CS[C@@H]1[C@H]2CSC(=N2)C3=CC=CC=C3O)C(=O)O	CN1[C@@H](CS[C@@H]1[C@H]2CSC(=N2)C3=CC=CC=C3O)C(=O)O	responder_cluster_50_01798	116.0	5043.0	260.0	116.0		sequence_idcov	unanchored
TF-50	2	CO	CO	responder_cluster_50_01246	1670.0	2995.0	1818.0	1670.0		sequence_idcov	unanchored
TF-50	2	COC1=CC(=CC(=C1[O-])OC)C(=O)O	COC1=CC(=CC(=C1[O-])OC)C(=O)O	responder_cluster_50_02045	6064.0	6261.0	135.0	6064.0	0.0	sequence_idcov	[0.0,0.2)
TF-50	2	COC1C(C(C(OC1C(=O)O)OC2C(C(COC2OC3COC(C(C3O)O)OC4COC(C(C4O)O)O)O)O)O)O	COC1C(C(C(OC1C(=O)O)OC2C(C(COC2OC3COC(C(C3O)O)OC4COC(C(C4O)O)O)O)O)O)O	responder_cluster_50_01301	4553.0	4495.0	4620.0	4553.0		sequence_idcov	unanchored
TF-50	2	COc1cccc(C)c1C(=O)O[C@@H]1C[C@H](O[C@H]2[C@H](O)C[C@H](O[C@@H]3CCC[C@H]4[C@H]3C=C[C@@H]3CCCC/C=C/[C@H]5C=C(C(=O)O)[C@@H](C)C[C@@]56OC(=O)C(=C6O)OC(=O)[C@@]34C)O[C@@H]2C)O[C@H](C)[C@H]1O	COc1cccc(C)c1C(=O)O[C@@H]1C[C@H](O[C@H]2[C@H](O)C[C@H](O[C@@H]3CCC[C@H]4[C@H]3C=C[C@@H]3CCCC/C=C/[C@H]5C=C(C(=O)O)[C@@H](C)C[C@@]56OC(=O)C(=C6O)OC(=O)[C@@]34C)O[C@@H]2C)O[C@H](C)[C@H]1O	responder_cluster_50_00832	94.0	1789.0	181.0	93.0		sequence_idcov	unanchored
TF-50	2	C[C@@H](C(=O)[O-])O	C[C@@H](C(=O)[O-])O	responder_cluster_50_00396	1698.0	5957.0	1820.0	1697.0		sequence_idcov	unanchored
TF-50	2	C[C@@H](C(=O)[O-])[O-]	C[C@@H](C(=O)[O-])[O-]	responder_cluster_50_00396	3485.0	5957.0	3599.0	3485.0		sequence_idcov	unanchored
TF-50	2	C[C@@H]([C@H]([C@@H](C(=O)COP(=O)(O)O)O)O)O	C[C@@H]([C@H]([C@@H](C(=O)COP(=O)(O)O)O)O)O	responder_cluster_50_01360	1474.0	6048.0	1585.0	1474.0		sequence_idcov	unanchored
